journey,journey_count,distance_in_meters,av_duration_s,clean_text,cluster
"Risinghill Street, Angel to Hampstead Road, Euston",322,2023.7897071383752,1371.872670807454,risinghill street angel to hampstead road euston,2
"Great Dover Street, The Borough to Concert Hall Approach 1, South Bank",322,2016.4551200633368,949.1925465838509,great dover street the borough to concert hall approach  south bank,2
"Pritchard's Road, Bethnal Green to Bow Road Station, Bow",322,2560.802507809791,2116.9565217391314,pritchards road bethnal green to bow road station bow,0
"Brunswick Square, Bloomsbury to Great Titchfield Street, Fitzrovia",322,1365.823138630023,736.6708074534163,brunswick square bloomsbury to great titchfield street fitzrovia,2
"Old Quebec Street, Marylebone to Westminster Pier, Westminster",322,2791.426745441831,2540.869565217391,old quebec street marylebone to westminster pier westminster,2
"Wren Street, Holborn to Aldersgate Street, Barbican",322,1374.122073443972,610.3136645962737,wren street holborn to aldersgate street barbican,2
"Monument Street, Monument to Walworth Road, Elephant & Castle",322,2327.8814900344814,1340.6894409937884,monument street monument to walworth road elephant  castle,2
"Pritchard's Road, Bethnal Green to Baldwin Street, St. Luke's",322,1958.9552344487468,786.9254658385092,pritchards road bethnal green to baldwin street st lukes,0
"Ladbroke Grove Central, Ladbroke Grove to Hyde Park Corner, Hyde Park",322,3747.884967624103,1978.9751552795033,ladbroke grove central ladbroke grove to hyde park corner hyde park,0
"Vereker Road North, West Kensington to Fulham Broadway, Walham Green",322,1506.6897651175047,705.0931677018635,vereker road north west kensington to fulham broadway walham green,1
"Howland Street, Fitzrovia to All Saints Church, Portobello",322,4430.690309995156,1413.3322981366462,howland street fitzrovia to all saints church portobello,2
"Chapel Place, Marylebone to Cartwright Gardens , Bloomsbury",322,1914.7238788296831,821.5962732919254,chapel place marylebone to cartwright gardens  bloomsbury,2
"Howland Street, Fitzrovia to Margery Street, Clerkenwell",322,1941.911216993196,769.2298136645961,howland street fitzrovia to margery street clerkenwell,2
"Chrisp Street Market, Poplar to Montgomery Square, Canary Wharf",322,619.5798197936359,544.0496894409937,chrisp street market poplar to montgomery square canary wharf,2
"Rathbone Street, Fitzrovia to Marylebone Lane, Marylebone",322,980.9903575970768,777.5217391304345,rathbone street fitzrovia to marylebone lane marylebone,2
"Stamford Street, South Bank to Baldwin Street, St. Luke's",322,2870.4255745824057,945.2950310559005,stamford street south bank to baldwin street st lukes,2
"Dorset Square, Marylebone to Rathbone Street, Fitzrovia",322,1871.111940973695,908.3726708074532,dorset square marylebone to rathbone street fitzrovia,2
"Warwick Square, Pimlico to Duke Street Hill, London Bridge",322,4202.643100595093,1521.9068322981368,warwick square pimlico to duke street hill london bridge,2
"Godliman Street, St. Paul's to Warren Street Station, Euston",322,3000.552622926779,1251.9565217391305,godliman street st pauls to warren street station euston,2
"Hampton Street, Walworth to Northumberland Avenue, Strand",322,2233.511869400332,1052.322981366459,hampton street walworth to northumberland avenue strand,2
"Turquoise Island, Notting Hill to Argyll Road, Kensington",322,1590.9993264280713,945.6583850931677,turquoise island notting hill to argyll road kensington,1
"Leonard Circus , Shoreditch to New Globe Walk, Bankside",322,2096.3934502278667,1055.9627329192544,leonard circus  shoreditch to new globe walk bankside,2
"Disraeli Road, Putney to South Park, Sands End",322,1681.767103486215,763.4161490683231,disraeli road putney to south park sands end,0
"Portman Square, Marylebone to George Place Mews, Marylebone",322,203.52160148468843,1788.2049689440994,portman square marylebone to george place mews marylebone,2
"Christopher Street, Liverpool Street to Bell Lane, Liverpool Street",322,738.8914893391426,394.003105590062,christopher street liverpool street to bell lane liverpool street,2
"Palace Gardens Terrace, Notting Hill to Buckingham Gate, Westminster",322,4047.134696317653,1518.369565217391,palace gardens terrace notting hill to buckingham gate westminster,0
"Moor Street, Soho to Smith Square, Westminster",322,1978.3611648813296,1215.835403726708,moor street soho to smith square westminster,2
"St. George's Square, Pimlico to Bankside Mix, Bankside",322,3138.212422681472,1167.2049689440996,st georges square pimlico to bankside mix bankside,2
"North Audley Street, Mayfair to South Audley Street, Mayfair",322,440.65725650883473,773.0403726708076,north audley street mayfair to south audley street mayfair,2
"Chelsea Green, Chelsea to Wellington Arch, Hyde Park",322,1781.6471630009523,1136.05900621118,chelsea green chelsea to wellington arch hyde park,0
"Ilchester Place, Kensington to Blenheim Crescent, Ladbroke Grove",322,1647.0446149896768,1573.5993788819876,ilchester place kensington to blenheim crescent ladbroke grove,1
"Barbican Centre, Barbican to Concert Hall Approach 1, South Bank",322,2338.0365809734826,858.1832298136648,barbican centre barbican to concert hall approach  south bank,2
"Tachbrook Street, Victoria to Cadogan Gardens, Chelsea",322,1492.7527519889502,914.0279503105592,tachbrook street victoria to cadogan gardens chelsea,0
"Blenheim Crescent, Ladbroke Grove to Nevern Place, Earl's Court",322,2601.9995930244045,1066.875776397516,blenheim crescent ladbroke grove to nevern place earls court,0
"Southwark Station 1, Southwark to Swan Street, The Borough",322,963.3700019720011,554.5155279503107,southwark station  southwark to swan street the borough,2
"Porchester Place, Paddington to Drayton Gardens, West Chelsea",322,3217.364762342822,1208.1677018633538,porchester place paddington to drayton gardens west chelsea,0
"Princes Square, Bayswater to Blenheim Crescent, Ladbroke Grove",322,1204.737338288381,826.5000000000001,princes square bayswater to blenheim crescent ladbroke grove,0
"Exhibition Road Museums, South Kensington to Pembridge Villas, Notting Hill",322,2310.583488757165,1654.8571428571431,exhibition road museums south kensington to pembridge villas notting hill,1
"Kensington Town Hall, Kensington to Bramham Gardens, Earl's Court",322,1339.0732805153243,892.7329192546584,kensington town hall kensington to bramham gardens earls court,1
"Queen's Gate, Kensington Gardens to Hansard Mews, Holland Park",322,2499.38541225497,1261.3043478260872,queens gate kensington gardens to hansard mews holland park,1
"Gunmakers Lane, Old Ford to Bromley High Street, Bow",322,1560.782937949458,1710.481366459628,gunmakers lane old ford to bromley high street bow,2
"Waterloo Station 2, Waterloo to Dunston Road , Haggerston",322,4465.394563814728,2274.959627329192,waterloo station  waterloo to dunston road  haggerston,0
"Moor Street, Soho to Columbia Road, Shoreditch",322,4123.020895361016,1339.5869565217397,moor street soho to columbia road shoreditch,2
"Queen Mother Sports Centre, Victoria to Harriet Street, Knightsbridge",322,1533.142977298359,900.962732919255,queen mother sports centre victoria to harriet street knightsbridge,2
"Ashley Place, Victoria to Grafton Street, Mayfair",322,1548.0575800298354,928.4751552795032,ashley place victoria to grafton street mayfair,2
"Winsland Street, Paddington to Parkway, Camden Town",322,2862.5262820480502,1899.282608695652,winsland street paddington to parkway camden town,2
"Old Ford Road, Bethnal Green to New Inn Yard, Shoreditch",322,2281.7559474063883,887.468944099379,old ford road bethnal green to new inn yard shoreditch,0
"St. George Street, Mayfair to George Place Mews, Marylebone",322,1202.6607332385786,662.4534161490683,st george street mayfair to george place mews marylebone,2
"Disraeli Road, Putney to Star Road, West Kensington",322,2948.0201332640013,926.7111801242237,disraeli road putney to star road west kensington,1
"Tower Gardens , Tower to Millbank Tower, Pimlico",322,3990.1617468152754,1992.4472049689443,tower gardens  tower to millbank tower pimlico,2
"Wenlock Road , Hoxton to Graham Street, Angel",322,459.57116461652754,937.3819875776397,wenlock road  hoxton to graham street angel,2
"Tower Gardens , Tower to Albert Gate, Hyde Park",322,5790.310972350454,3107.8881987577647,tower gardens  tower to albert gate hyde park,0
"Bunhill Row, Moorgate to Appold Street, Liverpool Street",322,716.8754558779158,319.9596273291926,bunhill row moorgate to appold street liverpool street,2
"Kensington Gore, Knightsbridge to Elizabeth Bridge, Victoria",322,2382.0174710598794,2451.400621118012,kensington gore knightsbridge to elizabeth bridge victoria,1
"Cleaver Street, Kennington to Cranmer Road, Stockwell",322,950.2179096361324,385.5279503105592,cleaver street kennington to cranmer road stockwell,0
"Pitfield Street North,Hoxton to Brick Lane Market, Shoreditch",322,1624.6217656690933,1184.4378881987575,pitfield street northhoxton to brick lane market shoreditch,2
"Alderney Street, Pimlico to Queen Street 2, Bank",322,4188.817572288384,1349.6956521739132,alderney street pimlico to queen street  bank,2
"Bolsover Street, Fitzrovia to Kingsway Southbound, Strand",322,2084.7873996264216,952.3105590062116,bolsover street fitzrovia to kingsway southbound strand,2
"George Street, Marylebone to Cartwright Gardens , Bloomsbury",322,2170.974052916928,853.6677018633536,george street marylebone to cartwright gardens  bloomsbury,2
"Whiston Road, Haggerston to Finsbury Square , Moorgate",322,1633.1485393594062,578.4192546583856,whiston road haggerston to finsbury square  moorgate,0
"Haggerston Road, Haggerston to Worship Street, Shoreditch",322,1998.0027205845088,661.1180124223605,haggerston road haggerston to worship street shoreditch,0
"Farringdon Lane, Clerkenwell to Tooley Street, Bermondsey",322,2984.685152544888,1297.987577639752,farringdon lane clerkenwell to tooley street bermondsey,2
"North Wharf Road, Paddington to Earnshaw Street , Covent Garden",322,3337.1597811055685,1086.962732919255,north wharf road paddington to earnshaw street  covent garden,2
"Cleaver Street, Kennington to Tooley Street, Bermondsey",322,2717.7513095022255,1177.639751552795,cleaver street kennington to tooley street bermondsey,2
"Ampton Street , Clerkenwell to Old Street Station, St. Luke's",322,1991.1002690795144,778.1366459627327,ampton street  clerkenwell to old street station st lukes,2
"Finsbury Circus, Liverpool Street to Snowsfields, London Bridge",322,1672.6128812898148,909.5372670807456,finsbury circus liverpool street to snowsfields london bridge,2
"Jubilee Street, Stepney to Somerset House, Strand",322,4509.60270675856,1397.7701863354037,jubilee street stepney to somerset house strand,2
"Fanshaw Street, Hoxton to Hatton Garden, Holborn",322,2081.565259232741,800.5807453416152,fanshaw street hoxton to hatton garden holborn,2
"Guilford Street , Bloomsbury to Clerkenwell Green, Clerkenwell",322,1071.9771768275095,563.2546583850932,guilford street  bloomsbury to clerkenwell green clerkenwell,2
"Elizabeth Bridge, Victoria to Northumberland Avenue, Strand",322,2296.035051997916,2252.385093167702,elizabeth bridge victoria to northumberland avenue strand,0
"St. Mary Axe, Aldgate to Lavington Street, Bankside",322,1564.3031477275372,699.0621118012422,st mary axe aldgate to lavington street bankside,2
"Beaumont Street, Marylebone to North Wharf Road, Paddington",322,1789.6119809622287,805.5279503105589,beaumont street marylebone to north wharf road paddington,2
"Hampstead Road, Euston to Waterloo Place, St. James's",322,2149.5223302968825,1188.4068322981368,hampstead road euston to waterloo place st jamess,2
"Coram Street, Bloomsbury to Albany Street, The Regent's Park",322,1337.6029370834306,824.9937888198755,coram street bloomsbury to albany street the regents park,2
"Salmon Lane, Limehouse to Hop Exchange, The Borough",322,4146.655586620571,1404.8291925465835,salmon lane limehouse to hop exchange the borough,2
"Museum of London, Barbican to Clinton Road, Mile End",322,4280.735039144674,1223.8602484472055,museum of london barbican to clinton road mile end,0
"Tate Modern, Bankside to Soho Square , Soho",322,2522.3550673844825,2198.1397515527947,tate modern bankside to soho square  soho,2
"Brushfield Street, Liverpool Street to Vaughan Way, Wapping",322,1271.7915192772573,550.6211180124221,brushfield street liverpool street to vaughan way wapping,2
"High Holborn , Covent Garden to Cheapside, Bank",322,2220.621074226569,948.9906832298136,high holborn  covent garden to cheapside bank,2
"Upper Bank Street, Canary Wharf to Ackroyd Drive, Bow",322,2025.5439005624232,830.7298136645965,upper bank street canary wharf to ackroyd drive bow,2
"Queen's Gate (Central), South Kensington to World's End Place, West Chelsea",322,1356.6092711966312,663.167701863354,queens gate central south kensington to worlds end place west chelsea,1
"World's End Place, West Chelsea to Fulham Park Road, Fulham",322,2120.8243102986876,1017.7515527950312,worlds end place west chelsea to fulham park road fulham,0
"Falkirk Street, Hoxton to Globe Town Market, Bethnal Green",322,2153.955342291041,848.5683229813661,falkirk street hoxton to globe town market bethnal green,0
"Ampton Street , Clerkenwell to Southwark Station 2, Southwark",322,2747.919493642799,887.2298136645961,ampton street  clerkenwell to southwark station  southwark,2
"Archbishop's Park, Waterloo to Albert Square, Stockwell",322,2408.1305687672775,838.9844720496895,archbishops park waterloo to albert square stockwell,0
"Sumner Place, South Kensington to Sedding Street, Sloane Square",322,1185.2166145196293,810.8167701863352,sumner place south kensington to sedding street sloane square,1
"Columbia Road, Shoreditch to Liverpool Road (N1 Centre), Angel",322,2297.1359185158235,2245.6211180124237,columbia road shoreditch to liverpool road n centre angel,0
"Royal London Hospital, Whitechapel to New Globe Walk, Bankside",322,2748.3703811285645,1011.9875776397516,royal london hospital whitechapel to new globe walk bankside,2
"North Wharf Road, Paddington to Golden Square, Soho",322,2840.5533709083325,1227.391304347826,north wharf road paddington to golden square soho,0
"Russell Gardens, Olympia to Brook Green South, Brook Green",322,709.9668675753582,462.4440993788819,russell gardens olympia to brook green south brook green,0
"Panton Street, West End to Rochester Row, Westminster",322,1560.2169318448723,1291.416149068323,panton street west end to rochester row westminster,2
"The Metropolitan, Portobello to Ilchester Gardens, Bayswater",322,1126.5372283373956,480.55900621118013,the metropolitan portobello to ilchester gardens bayswater,0
"Montserrat Road , Putney to Manfred Road, East Putney",322,6457.7994543104705,950.1583850931677,montserrat road  putney to manfred road east putney,0
"Lodge Road, St. John's Wood to Newgate Street , St. Paul's",322,6071.688193889014,1300.4099378881988,lodge road st johns wood to newgate street  st pauls,2
"Goldsmith's Row, Haggerston to Podium, Queen Elizabeth Olympic Park",322,3821.841924474596,1684.7329192546588,goldsmiths row haggerston to podium queen elizabeth olympic park,0
"Battersea Park Road, Nine Elms to Thorndike Close, West Chelsea",322,2918.4010663412982,1118.7391304347825,battersea park road nine elms to thorndike close west chelsea,0
"Crisp Road, Hammersmith to Addison Road, Holland Park",322,2092.1973312720947,988.1894409937888,crisp road hammersmith to addison road holland park,0
"Westminster University, Marylebone to George Street, Marylebone",322,534.2685604560567,743.8571428571425,westminster university marylebone to george street marylebone,2
"Walnut Tree Walk, Vauxhall to Cheapside, Bank",322,2579.226847786869,1043.875776397516,walnut tree walk vauxhall to cheapside bank,0
"Commercial Street, Shoreditch to Ford Road, Old Ford",321,3194.471929470717,1146.5825545171344,commercial street shoreditch to ford road old ford,0
"Southwark Station 2, Southwark to Sutton Street, Shadwell",321,3629.8641281896366,1089.1900311526476,southwark station  southwark to sutton street shadwell,2
"Gloucester Road Station, South Kensington to Porchester Place, Paddington",321,2587.4837861946885,1406.560747663551,gloucester road station south kensington to porchester place paddington,1
"Golden Lane, Barbican to Columbia Road, Shoreditch",321,1502.9104442311966,656.9563862928347,golden lane barbican to columbia road shoreditch,0
"Pott Street, Bethnal Green to Duke Street Hill, London Bridge",321,3077.7372990210365,1330.13707165109,pott street bethnal green to duke street hill london bridge,2
"Old Quebec Street, Marylebone to London Zoo,  The Regent's Park",321,2367.8074391424807,1531.3489096573214,old quebec street marylebone to london zoo  the regents park,0
"Ashley Place, Victoria to Euston Road, Euston",321,3374.7214848805984,2119.7570093457944,ashley place victoria to euston road euston,0
"St. Bride Street, Holborn to Earnshaw Street , Covent Garden",321,1612.4785387301151,956.0155763239871,st bride street holborn to earnshaw street  covent garden,2
"Canton Street, Poplar to Langdon Park, Poplar",321,935.0808329373252,874.9844236760124,canton street poplar to langdon park poplar,0
"Holborn Circus, Holborn to Somerset House, Strand",321,1085.0478585914273,1312.732087227413,holborn circus holborn to somerset house strand,2
"Godliman Street, St. Paul's to Granby Street, Shoreditch",321,2517.0724274447384,1046.0560747663549,godliman street st pauls to granby street shoreditch,2
"Woodstock Street, Mayfair to Parkway, Camden Town",321,2671.1263923262572,1189.0529595015585,woodstock street mayfair to parkway camden town,2
"Sirdar Road, Avondale to Abbotsbury Road, Holland Park",321,1216.2867374047796,619.6199376947042,sirdar road avondale to abbotsbury road holland park,0
"Tate Modern, Bankside to Long Lane , Bermondsey",321,1245.329482794511,692.4984423676013,tate modern bankside to long lane  bermondsey,2
"Bedford Way, Bloomsbury to Westminster University, Marylebone",321,1840.2342313937604,829.3457943925231,bedford way bloomsbury to westminster university marylebone,2
"Whitehall Place, Strand to Argyll Road, Kensington",321,5049.0246179261785,1594.8224299065423,whitehall place strand to argyll road kensington,1
"Museum of London, Barbican to Stepney Green Station, Stepney",321,3477.08371912779,1111.0996884735205,museum of london barbican to stepney green station stepney,0
"Palace Gardens Terrace, Notting Hill to Olympia Way, Olympia",321,8589.00247130086,1281.1090342679129,palace gardens terrace notting hill to olympia way olympia,0
"Albert Embankment, Vauxhall to Panton Street, West End",321,2218.72381666101,1939.0560747663549,albert embankment vauxhall to panton street west end,0
"Marylebone Lane, Marylebone to Rathbone Street, Fitzrovia",321,980.9903575970768,694.8161993769473,marylebone lane marylebone to rathbone street fitzrovia,2
"Drury Lane, Covent Garden to Appold Street, Liverpool Street",321,3046.500278881264,998.9034267912773,drury lane covent garden to appold street liverpool street,2
"Aston Street, Stepney to Hop Exchange, The Borough",321,3879.6494467418215,1302.9906542056074,aston street stepney to hop exchange the borough,2
"Kennington Station, Kennington to Clapham Common Station, Clapham Common",321,3840.6454070340674,1421.8691588785048,kennington station kennington to clapham common station clapham common,0
"Morie Street, Wandsworth to Battersea Church Road, Battersea",321,2186.639243577942,909.3364485981309,morie street wandsworth to battersea church road battersea,0
"Murray Grove , Hoxton to Handyside Street, King's Cross",321,2523.429427596682,910.4735202492212,murray grove  hoxton to handyside street kings cross,2
"Leonard Circus , Shoreditch to Bouverie Street, Temple",321,2025.7333925984651,830.8286604361372,leonard circus  shoreditch to bouverie street temple,2
"Walworth Road, Elephant & Castle to Milroy Walk, South Bank",321,3601.6128416601127,929.507788161994,walworth road elephant  castle to milroy walk south bank,0
"Elizabeth Bridge, Victoria to Chelsea Green, Chelsea",321,1329.46375419916,766.6978193146417,elizabeth bridge victoria to chelsea green chelsea,0
"Riverlight North, Nine Elms to Claverton Street, Pimlico",321,307.3002715559936,934.4610591900314,riverlight north nine elms to claverton street pimlico,2
"Gloucester Road (North), Kensington to Allington Street, Victoria",321,2833.142761264408,1139.0654205607475,gloucester road north kensington to allington street victoria,1
"Watney Market, Stepney to Harford Street, Mile End",321,1397.4281680810343,946.9563862928345,watney market stepney to harford street mile end,2
"Falkirk Street, Hoxton to Cheapside, Bank",321,2135.9597730715773,852.1090342679128,falkirk street hoxton to cheapside bank,2
"Blackfriars Road, Southwark to Great Tower Street, Monument",321,1592.7137361610078,1344.6074766355143,blackfriars road southwark to great tower street monument,2
"Ashley Place, Victoria to Gaywood  Street, Elephant & Castle",321,2544.4244170951515,1131.6573208722737,ashley place victoria to gaywood  street elephant  castle,2
"Wenlock Road , Hoxton to Northdown Street, King's Cross",321,1759.5270661622594,602.9999999999999,wenlock road  hoxton to northdown street kings cross,2
"Lambeth Palace Road, Waterloo to Gloucester Street, Pimlico",321,1887.9344779394776,1333.0249221183797,lambeth palace road waterloo to gloucester street pimlico,0
"Kings Gate House, Westminster to Grove End Road, St. John's Wood",321,4579.1401043583455,1425.4205607476638,kings gate house westminster to grove end road st johns wood,0
"Rodney Road , Walworth to Long Lane , Bermondsey",321,901.0334295968917,687.8504672897196,rodney road  walworth to long lane  bermondsey,0
"Emperor's Gate, South Kensington to Cadogan Gardens, Chelsea",321,1786.234455637515,1009.7196261682242,emperors gate south kensington to cadogan gardens chelsea,1
"Hardwick Street, Clerkenwell to Farringdon Lane, Clerkenwell",321,481.0300561307221,452.41121495327104,hardwick street clerkenwell to farringdon lane clerkenwell,2
"Russell Square Station, Bloomsbury to Graham Street, Angel",321,1960.953026184251,854.5732087227411,russell square station bloomsbury to graham street angel,2
"Braham Street, Aldgate to Rodney Road , Walworth",321,2780.679860015075,1000.5077881619936,braham street aldgate to rodney road  walworth,2
"Cheshire Street, Bethnal Green to Mile End Stadium, Mile End",321,2170.3437217691803,793.2647975077881,cheshire street bethnal green to mile end stadium mile end,0
"The Tennis Courts, The Regent's Park to Howland Street, Fitzrovia",321,1111.564269214717,1015.1401869158876,the tennis courts the regents park to howland street fitzrovia,0
"Endsleigh Gardens, Euston to Liverpool Road (N1 Centre), Angel",321,1836.2621526339085,1352.1993769470407,endsleigh gardens euston to liverpool road n centre angel,2
"Osiers Road, Wandsworth to Derry Street, Kensington",321,4553.014698286854,1722.2741433021802,osiers road wandsworth to derry street kensington,1
"Princes Square, Bayswater to Westbourne Park Road, Portobello",321,826.7908848438256,1244.5109034267907,princes square bayswater to westbourne park road portobello,0
"Stanley Grove, Battersea to Albert Bridge Road, Battersea Park",321,890.7154722239904,1144.4859813084115,stanley grove battersea to albert bridge road battersea park,0
"Furze Green, Bow to Saunders Ness Road, Cubitt Town",321,3674.0887897611697,1585.0467289719627,furze green bow to saunders ness road cubitt town,0
"Parson's Green , Parson's Green to Trebovir Road, Earl's Court",321,2021.1331520564056,1536.2616822429895,parsons green  parsons green to trebovir road earls court,0
"Green Park Station, Mayfair to Waterloo Station 2, Waterloo",321,2057.982271699311,2605.535825545172,green park station mayfair to waterloo station  waterloo,0
"Royal Avenue 1, Chelsea to Eel Brook Common, Walham Green",321,2603.8046493293177,2389.8286604361365,royal avenue  chelsea to eel brook common walham green,0
"Sumner Place, South Kensington to Queen's Circus, Battersea Park",321,2254.7982327988125,1029.6697819314638,sumner place south kensington to queens circus battersea park,1
"Tysoe Street, Clerkenwell to Ossulston Street, Somers Town",321,1353.71543767532,705.6697819314643,tysoe street clerkenwell to ossulston street somers town,2
"Gascoyne Road, Victoria Park to York Hall, Bethnal Green",321,1842.3522955952192,778.878504672897,gascoyne road victoria park to york hall bethnal green,0
"World's End Place, West Chelsea to Westbridge Road, Battersea",321,827.2061550075849,842.7507788161992,worlds end place west chelsea to westbridge road battersea,0
"Warwick Avenue Station, Maida Vale to Buckingham Gate, Westminster",321,4210.656076518832,1698.317757009346,warwick avenue station maida vale to buckingham gate westminster,0
"Porchester Place, Paddington to Gloucester Road (Central), South Kensington",321,2388.891886288627,885.9688473520248,porchester place paddington to gloucester road central south kensington,1
"Waterloo Station 3, Waterloo to Baker Street, Marylebone",321,3438.6095436708233,1248.3862928348906,waterloo station  waterloo to baker street marylebone,2
"Charlotte Terrace, Angel to Old Street Station, St. Luke's",321,2004.255473304314,828.91277258567,charlotte terrace angel to old street station st lukes,2
"Castlehaven Road, Camden Town to Harrington Square 1, Camden Town",321,1101.4221353675364,1256.97507788162,castlehaven road camden town to harrington square  camden town,0
"Southwick Street, Paddington to Curzon Street, Mayfair",321,1893.6517004987563,951.6978193146416,southwick street paddington to curzon street mayfair,2
"Charlotte Terrace, Angel to Hardwick Street, Clerkenwell",321,1003.6645793965746,426.1682242990651,charlotte terrace angel to hardwick street clerkenwell,2
"Lexham Gardens, Kensington to Eaton Square, Belgravia",321,2841.2508012042276,1028.7289719626172,lexham gardens kensington to eaton square belgravia,1
"Eagle Wharf Road, Hoxton to Broadwick Street, Soho",321,3674.488175484146,1376.520249221184,eagle wharf road hoxton to broadwick street soho,2
"Serpentine Car Park, Hyde Park to Woodstock Grove, Shepherd's Bush",321,3070.837340416985,2069.2647975077875,serpentine car park hyde park to woodstock grove shepherds bush,0
"Greenland Road, Camden Town to Shoreditch High Street, Shoreditch",321,4620.8947307337585,2323.1775700934572,greenland road camden town to shoreditch high street shoreditch,2
"Ilchester Gardens, Bayswater to Waterloo Place, St. James's",321,4146.618594161401,2094.9532710280373,ilchester gardens bayswater to waterloo place st jamess,2
"Neville Gill Close, Wandsworth to Drayton Gardens, West Chelsea",321,3770.4666646958185,1369.3800623052955,neville gill close wandsworth to drayton gardens west chelsea,0
"Kennington Road  , Vauxhall to Walworth Square, Walworth",321,1108.249068857596,612.710280373832,kennington road   vauxhall to walworth square walworth,0
"Commercial Street, Shoreditch to Queensbridge Road, Haggerston",321,1452.5046391480262,655.834890965732,commercial street shoreditch to queensbridge road haggerston,0
"Broadwick Street, Soho to Finsbury Square , Moorgate",321,3549.508879239838,1125.420560747664,broadwick street soho to finsbury square  moorgate,2
"East Road, Hoxton to Great Tower Street, Monument",321,2045.980979243865,771.495327102803,east road hoxton to great tower street monument,2
"Stainsby Road , Poplar to Braham Street, Aldgate",321,3460.558239202476,1252.897196261682,stainsby road  poplar to braham street aldgate,2
"Great Russell Street, Bloomsbury to Old Quebec Street, Marylebone",321,2133.2118317259988,1267.4610591900314,great russell street bloomsbury to old quebec street marylebone,2
"Jewry Street, Aldgate to Westminster Pier, Westminster",321,3513.332375599895,1459.4392523364486,jewry street aldgate to westminster pier westminster,2
"Old Montague Street, Whitechapel to Snowsfields, London Bridge",321,2063.3397755432434,829.7196261682242,old montague street whitechapel to snowsfields london bridge,2
"Great Suffolk Street, The Borough to Wardour Street, Soho",321,2573.9864400730175,1095.5264797507784,great suffolk street the borough to wardour street soho,2
"Roscoe Street, St. Luke's to Moor Street, Soho",321,2650.0484139484115,1113.1993769470405,roscoe street st lukes to moor street soho,2
"Green Park Station, Mayfair to Tooley Street, Bermondsey",321,4389.572024990962,4815.993769470407,green park station mayfair to tooley street bermondsey,0
"Albert Gate, Hyde Park to Concert Hall Approach 2, South Bank",321,2979.118033254515,2724.922118380062,albert gate hyde park to concert hall approach  south bank,0
"St. Mary Axe, Aldgate to Christopher Street, Liverpool Street",321,831.023763520506,908.9158878504675,st mary axe aldgate to christopher street liverpool street,2
"Graham Street, Angel to Taviton Street, Bloomsbury",321,2317.014128887412,870.7445482866045,graham street angel to taviton street bloomsbury,2
"Westbourne Grove, Bayswater to Dorset Square, Marylebone",321,2163.138218632595,861.498442367601,westbourne grove bayswater to dorset square marylebone,2
"Holborn Circus, Holborn to Cranmer Road, Stockwell",321,4268.701032042448,1235.1401869158876,holborn circus holborn to cranmer road stockwell,2
"The Green Bridge, Mile End to Cephas Street, Bethnal Green",321,1598.44021516418,615.7725856697823,the green bridge mile end to cephas street bethnal green,0
"Jubilee Street, Stepney to Crosswall, Tower",321,1727.0402993116984,1246.1900311526476,jubilee street stepney to crosswall tower,2
"Flood Street, Chelsea to Craven Street, Strand",321,3603.390599610361,1511.919003115264,flood street chelsea to craven street strand,2
"Braham Street, Aldgate to Jewry Street, Aldgate",321,243.3287020538447,1531.3426791277254,braham street aldgate to jewry street aldgate,2
"George Row, Bermondsey to Braham Street, Aldgate",321,1768.3952093629673,667.1028037383176,george row bermondsey to braham street aldgate,2
"Ethelburga Estate, Battersea Park to Warwick Square, Pimlico",321,2111.4181123689923,929.4859813084112,ethelburga estate battersea park to warwick square pimlico,0
"Cranmer Road, Stockwell to Clapham Common Station, Clapham Common",321,2792.106474878572,1130.6542056074763,cranmer road stockwell to clapham common station clapham common,0
"Richmond Way, Shepherd's Bush to Fulham Broadway, Walham Green",321,2789.2774766317884,1010.5046728971962,richmond way shepherds bush to fulham broadway walham green,0
"Brushfield Street, Liverpool Street to High Holborn , Covent Garden",321,3167.7195028618416,1451.1121495327109,brushfield street liverpool street to high holborn  covent garden,2
"Golden Lane, Barbican to Goldsmith's Row, Haggerston",321,2266.341133100855,806.3551401869157,golden lane barbican to goldsmiths row haggerston,0
"Chelsea Green, Chelsea to Albert Gate, Hyde Park",321,1475.2130393801488,1231.214953271028,chelsea green chelsea to albert gate hyde park,0
"Northumberland Avenue, Strand to Sedding Street, Sloane Square",321,2751.8146331759403,1139.548286604361,northumberland avenue strand to sedding street sloane square,2
"Parson's Green , Parson's Green to Queen's Circus, Battersea Park",321,3519.6799809973836,1476.6074766355136,parsons green  parsons green to queens circus battersea park,0
"Vereker Road, West Kensington to The Vale, Chelsea",321,2433.590751743065,1089.0560747663549,vereker road west kensington to the vale chelsea,1
"Strand, Strand to Little Argyll Street, West End",321,1836.97228622824,1534.7663551401868,strand strand to little argyll street west end,2
"Tate Modern, Bankside to Lambeth Road, Vauxhall",321,1869.454930585495,835.7289719626166,tate modern bankside to lambeth road vauxhall,0
"Pott Street, Bethnal Green to Belford House, Haggerston",321,1353.3295270534463,1155.311526479751,pott street bethnal green to belford house haggerston,0
"Bow Road Station, Bow to Leman Street, Aldgate",321,3470.1440837470313,1074.5732087227416,bow road station bow to leman street aldgate,0
"Goswell Road (City Uni), Finsbury to Little Argyll Street, West End",321,3185.6885056076426,1372.894080996885,goswell road city uni finsbury to little argyll street west end,0
