event_name,event_date,event_location,Weight class,fighter1,fighter2,outcome,Kd,Str,Td,Sub,Method,Round,Time,timestamp,text,clean_text,cluster
UFC 62: Liddell vs Sobral,August 26 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Chuck Liddell,Renato Sobral,fighter1,2                                  0,17                                  1,0                                  0,0                                  0,KO/TKO              Punches,1,1:35,2023-09-21 02:02:55.178363,"UFC 62: Liddell vs Sobral August 26 2006 Las Vegas, Nevada, USA Light Heavyweight Chuck Liddell Renato Sobral fighter1 2                                  0 17                                  1 0                                  0 0                                  0 KO/TKO              Punches 1:35 2023-09-21 02:02:55.178363",ufc liddell vs sobral august las vegas nevada usa light heavyweight chuck liddell renato sobral fighter kotko punches,1
UFC 62: Liddell vs Sobral,August 26 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Forrest Griffin,Stephan Bonnar,fighter1,0                                  0,83                                  41,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 62: Liddell vs Sobral August 26 2006 Las Vegas, Nevada, USA Light Heavyweight Forrest Griffin Stephan Bonnar fighter1 0                                  0 83                                  41 0                                  0 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc liddell vs sobral august las vegas nevada usa light heavyweight forrest griffin stephan bonnar fighter udec,1
UFC 62: Liddell vs Sobral,August 26 2006,"Las Vegas, Nevada, USA",Welterweight,Nick Diaz,Josh Neer,fighter1,0                                  0,75                                  25,3                                  0,1                                  0,SUB              Kimura,3,1:42,2023-09-21 02:02:55.178363,"UFC 62: Liddell vs Sobral August 26 2006 Las Vegas, Nevada, USA Welterweight Nick Diaz Josh Neer fighter1 0                                  0 75                                  25 3                                  0 1                                  0 SUB              Kimura 1:42 2023-09-21 02:02:55.178363",ufc liddell vs sobral august las vegas nevada usa welterweight nick diaz josh neer fighter sub kimura,1
UFC 62: Liddell vs Sobral,August 26 2006,"Las Vegas, Nevada, USA",Heavyweight,Cheick Kongo,Christian Wellisch,fighter1,1                                  0,17                                  0,0                                  1,0                                  1,KO/TKO              Knee,1,2:51,2023-09-21 02:02:55.178363,"UFC 62: Liddell vs Sobral August 26 2006 Las Vegas, Nevada, USA Heavyweight Cheick Kongo Christian Wellisch fighter1 1                                  0 17                                  0 0                                  1 0                                  1 KO/TKO              Knee 2:51 2023-09-21 02:02:55.178363",ufc liddell vs sobral august las vegas nevada usa heavyweight cheick kongo christian wellisch fighter kotko knee,1
UFC 62: Liddell vs Sobral,August 26 2006,"Las Vegas, Nevada, USA",Lightweight,Hermes Franca,Jamie Varner,fighter1,0                                  0,22                                  18,1                                  9,3                                  0,SUB              Armbar,3,3:31,2023-09-21 02:02:55.178363,"UFC 62: Liddell vs Sobral August 26 2006 Las Vegas, Nevada, USA Lightweight Hermes Franca Jamie Varner fighter1 0                                  0 22                                  18 1                                  9 3                                  0 SUB              Armbar 3:31 2023-09-21 02:02:55.178363",ufc liddell vs sobral august las vegas nevada usa lightweight hermes franca jamie varner fighter sub armbar,1
UFC 62: Liddell vs Sobral,August 26 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Eric Schafer,Rob MacDonald,fighter1,0                                  0,7                                  2,0                                  0,2                                  0,SUB              Arm Triangle,1,2:26,2023-09-21 02:02:55.178363,"UFC 62: Liddell vs Sobral August 26 2006 Las Vegas, Nevada, USA Light Heavyweight Eric Schafer Rob MacDonald fighter1 0                                  0 7                                  2 0                                  0 2                                  0 SUB              Arm Triangle 2:26 2023-09-21 02:02:55.178363",ufc liddell vs sobral august las vegas nevada usa light heavyweight eric schafer rob macdonald fighter sub arm triangle,1
UFC 62: Liddell vs Sobral,August 26 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Wilson Gouveia,Wes Combs,fighter1,0                                  0,9                                  10,1                                  0,1                                  0,SUB              Rear Naked Choke,1,3:23,2023-09-21 02:02:55.178363,"UFC 62: Liddell vs Sobral August 26 2006 Las Vegas, Nevada, USA Light Heavyweight Wilson Gouveia Wes Combs fighter1 0                                  0 9                                  10 1                                  0 1                                  0 SUB              Rear Naked Choke 3:23 2023-09-21 02:02:55.178363",ufc liddell vs sobral august las vegas nevada usa light heavyweight wilson gouveia wes combs fighter sub rear naked choke,4
UFC 62: Liddell vs Sobral,August 26 2006,"Las Vegas, Nevada, USA",Light Heavyweight,David Heath,Cory Walmsley,fighter1,0                                  0,3                                  2,1                                  0,3                                  0,SUB              Rear Naked Choke,1,2:32,2023-09-21 02:02:55.178363,"UFC 62: Liddell vs Sobral August 26 2006 Las Vegas, Nevada, USA Light Heavyweight David Heath Cory Walmsley fighter1 0                                  0 3                                  2 1                                  0 3                                  0 SUB              Rear Naked Choke 2:32 2023-09-21 02:02:55.178363",ufc liddell vs sobral august las vegas nevada usa light heavyweight david heath cory walmsley fighter sub rear naked choke,4
UFC 62: Liddell vs Sobral,August 26 2006,"Las Vegas, Nevada, USA",Middleweight,Yushin Okami,Alan Belcher,fighter1,0                                  0,12                                  8,5                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 62: Liddell vs Sobral August 26 2006 Las Vegas, Nevada, USA Middleweight Yushin Okami Alan Belcher fighter1 0                                  0 12                                  8 5                                  0 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc liddell vs sobral august las vegas nevada usa middleweight yushin okami alan belcher fighter udec,1
UFC Fight Night 6,August 17 2006,"Las Vegas, Nevada, USA",Welterweight,Diego Sanchez,Karo Parisyan,fighter1,0                                  0,66                                  36,3                                  9,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night 6 August 17 2006 Las Vegas, Nevada, USA Welterweight Diego Sanchez Karo Parisyan fighter1 0                                  0 66                                  36 3                                  9 1                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night august las vegas nevada usa welterweight diego sanchez karo parisyan fighter udec,1
UFC Fight Night 6,August 17 2006,"Las Vegas, Nevada, USA",Middleweight,Chris Leben,Jorge Santiago,fighter1,1                                  0,9                                  6,1                                  1,0                                  0,KO/TKO              Punches,2,0:35,2023-09-21 02:02:55.178363,"UFC Fight Night 6 August 17 2006 Las Vegas, Nevada, USA Middleweight Chris Leben Jorge Santiago fighter1 1                                  0 9                                  6 1                                  1 0                                  0 KO/TKO              Punches 0:35 2023-09-21 02:02:55.178363",ufc fight night august las vegas nevada usa middleweight chris leben jorge santiago fighter kotko punches,1
UFC Fight Night 6,August 17 2006,"Las Vegas, Nevada, USA",Middleweight,Dean Lister,Yuki Sasaki,fighter1,0                                  0,24                                  26,5                                  0,2                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night 6 August 17 2006 Las Vegas, Nevada, USA Middleweight Dean Lister Yuki Sasaki fighter1 0                                  0 24                                  26 5                                  0 2                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night august las vegas nevada usa middleweight dean lister yuki sasaki fighter udec,1
UFC Fight Night 6,August 17 2006,"Las Vegas, Nevada, USA",Welterweight,Josh Koscheck,Jonathan Goulet,fighter1,1                                  0,23                                  1,1                                  0,1                                  0,KO/TKO              Punches,1,4:10,2023-09-21 02:02:55.178363,"UFC Fight Night 6 August 17 2006 Las Vegas, Nevada, USA Welterweight Josh Koscheck Jonathan Goulet fighter1 1                                  0 23                                  1 1                                  0 1                                  0 KO/TKO              Punches 4:10 2023-09-21 02:02:55.178363",ufc fight night august las vegas nevada usa welterweight josh koscheck jonathan goulet fighter kotko punches,1
UFC Fight Night 6,August 17 2006,"Las Vegas, Nevada, USA",Middleweight,Martin Kampmann,Crafton Wallace,fighter1,0                                  0,19                                  1,1                                  0,1                                  0,SUB              Rear Naked Choke,1,2:59,2023-09-21 02:02:55.178363,"UFC Fight Night 6 August 17 2006 Las Vegas, Nevada, USA Middleweight Martin Kampmann Crafton Wallace fighter1 0                                  0 19                                  1 1                                  0 1                                  0 SUB              Rear Naked Choke 2:59 2023-09-21 02:02:55.178363",ufc fight night august las vegas nevada usa middleweight martin kampmann crafton wallace fighter sub rear naked choke,4
UFC Fight Night 6,August 17 2006,"Las Vegas, Nevada, USA",Welterweight,Joe Riggs,Jason Von Flue,fighter1,0                                  0,1                                  0,1                                  0,1                                  0,SUB              Triangle Choke,1,2:01,2023-09-21 02:02:55.178363,"UFC Fight Night 6 August 17 2006 Las Vegas, Nevada, USA Welterweight Joe Riggs Jason Von Flue fighter1 0                                  0 1                                  0 1                                  0 1                                  0 SUB              Triangle Choke 2:01 2023-09-21 02:02:55.178363",ufc fight night august las vegas nevada usa welterweight joe riggs jason von flue fighter sub triangle choke,4
UFC Fight Night 6,August 17 2006,"Las Vegas, Nevada, USA",Heavyweight,Jake O'Brien,Kristof Midoux,fighter1,0                                  0,25                                  2,3                                  0,0                                  0,KO/TKO              Punches,2,0:52,2023-09-21 02:02:55.178363,"UFC Fight Night 6 August 17 2006 Las Vegas, Nevada, USA Heavyweight Jake O'Brien Kristof Midoux fighter1 0                                  0 25                                  2 3                                  0 0                                  0 KO/TKO              Punches 0:52 2023-09-21 02:02:55.178363",ufc fight night august las vegas nevada usa heavyweight jake obrien kristof midoux fighter kotko punches,1
UFC Fight Night 6,August 17 2006,"Las Vegas, Nevada, USA",Welterweight,Forrest Petz,Sammy Morgan,fighter1,5                                  0,45                                  8,6                                  0,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night 6 August 17 2006 Las Vegas, Nevada, USA Welterweight Forrest Petz Sammy Morgan fighter1 5                                  0 45                                  8 6                                  0 0                                  1 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night august las vegas nevada usa welterweight forrest petz sammy morgan fighter udec,1
UFC Fight Night 6,August 17 2006,"Las Vegas, Nevada, USA",Welterweight,Anthony Torres,Pat Healy,fighter1,0                                  0,11                                  13,0                                  0,1                                  0,SUB              Rear Naked Choke,1,2:37,2023-09-21 02:02:55.178363,"UFC Fight Night 6 August 17 2006 Las Vegas, Nevada, USA Welterweight Anthony Torres Pat Healy fighter1 0                                  0 11                                  13 0                                  0 1                                  0 SUB              Rear Naked Choke 2:37 2023-09-21 02:02:55.178363",ufc fight night august las vegas nevada usa welterweight anthony torres pat healy fighter sub rear naked choke,4
UFC 61: Bitter Rivals,July 08 2006,"Las Vegas, Nevada, USA",Heavyweight,Tim Sylvia,Andrei Arlovski,fighter1,0                                  0,97                                  66,0                                  0,0                                  0,U-DEC,5,5:00,2023-09-21 02:02:55.178363,"UFC 61: Bitter Rivals July 08 2006 Las Vegas, Nevada, USA Heavyweight Tim Sylvia Andrei Arlovski fighter1 0                                  0 97                                  66 0                                  0 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc bitter rivals july las vegas nevada usa heavyweight tim sylvia andrei arlovski fighter udec,1
UFC 61: Bitter Rivals,July 08 2006,"Las Vegas, Nevada, USA",Welterweight,Joshua Burkman,Josh Neer,fighter1,1                                  0,35                                  19,4                                  1,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 61: Bitter Rivals July 08 2006 Las Vegas, Nevada, USA Welterweight Joshua Burkman Josh Neer fighter1 1                                  0 35                                  19 4                                  1 0                                  1 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc bitter rivals july las vegas nevada usa welterweight joshua burkman josh neer fighter udec,1
UFC 61: Bitter Rivals,July 08 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Tito Ortiz,Ken Shamrock,fighter1,0                                  0,11                                  0,1                                  0,0                                  0,KO/TKO              Elbows,1,1:18,2023-09-21 02:02:55.178363,"UFC 61: Bitter Rivals July 08 2006 Las Vegas, Nevada, USA Light Heavyweight Tito Ortiz Ken Shamrock fighter1 0                                  0 11                                  0 1                                  0 0                                  0 KO/TKO              Elbows 1:18 2023-09-21 02:02:55.178363",ufc bitter rivals july las vegas nevada usa light heavyweight tito ortiz ken shamrock fighter kotko elbows,1
UFC 61: Bitter Rivals,July 08 2006,"Las Vegas, Nevada, USA",Heavyweight,Frank Mir,Dan Christison,fighter1,0                                  0,53                                  48,3                                  0,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 61: Bitter Rivals July 08 2006 Las Vegas, Nevada, USA Heavyweight Frank Mir Dan Christison fighter1 0                                  0 53                                  48 3                                  0 0                                  1 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc bitter rivals july las vegas nevada usa heavyweight frank mir dan christison fighter udec,1
UFC 61: Bitter Rivals,July 08 2006,"Las Vegas, Nevada, USA",Lightweight,Joe Stevenson,Yves Edwards,fighter1,0                                  1,28                                  18,3                                  0,1                                  2,KO/TKO,2,5:00,2023-09-21 02:02:55.178363,"UFC 61: Bitter Rivals July 08 2006 Las Vegas, Nevada, USA Lightweight Joe Stevenson Yves Edwards fighter1 0                                  1 28                                  18 3                                  0 1                                  2 KO/TKO 5:00 2023-09-21 02:02:55.178363",ufc bitter rivals july las vegas nevada usa lightweight joe stevenson yves edwards fighter kotko,1
UFC 61: Bitter Rivals,July 08 2006,"Las Vegas, Nevada, USA",Catch Weight,Hermes Franca,Joe Jordan,fighter1,0                                  0,46                                  20,3                                  0,1                                  0,SUB              Triangle Choke,3,0:47,2023-09-21 02:02:55.178363,"UFC 61: Bitter Rivals July 08 2006 Las Vegas, Nevada, USA Catch Weight Hermes Franca Joe Jordan fighter1 0                                  0 46                                  20 3                                  0 1                                  0 SUB              Triangle Choke 0:47 2023-09-21 02:02:55.178363",ufc bitter rivals july las vegas nevada usa catch weight hermes franca joe jordan fighter sub triangle choke,4
UFC 61: Bitter Rivals,July 08 2006,"Las Vegas, Nevada, USA",Heavyweight,Jeff Monson,Anthony Perosh,fighter1,1                                  0,18                                  8,0                                  0,0                                  0,KO/TKO              Punches,1,2:42,2023-09-21 02:02:55.178363,"UFC 61: Bitter Rivals July 08 2006 Las Vegas, Nevada, USA Heavyweight Jeff Monson Anthony Perosh fighter1 1                                  0 18                                  8 0                                  0 0                                  0 KO/TKO              Punches 2:42 2023-09-21 02:02:55.178363",ufc bitter rivals july las vegas nevada usa heavyweight jeff monson anthony perosh fighter kotko punches,1
UFC 61: Bitter Rivals,July 08 2006,"Las Vegas, Nevada, USA",Heavyweight,Cheick Kongo,Gilbert Aldana,fighter1,0                                  0,24                                  6,1                                  2,0                                  0,KO/TKO,1,4:13,2023-09-21 02:02:55.178363,"UFC 61: Bitter Rivals July 08 2006 Las Vegas, Nevada, USA Heavyweight Cheick Kongo Gilbert Aldana fighter1 0                                  0 24                                  6 1                                  2 0                                  0 KO/TKO 4:13 2023-09-21 02:02:55.178363",ufc bitter rivals july las vegas nevada usa heavyweight cheick kongo gilbert aldana fighter kotko,1
UFC 61: Bitter Rivals,July 08 2006,"Las Vegas, Nevada, USA",Welterweight,Drew Fickett,Kurt Pellegrino,fighter1,0                                  0,18                                  25,1                                  5,2                                  0,SUB              Rear Naked Choke,3,1:20,2023-09-21 02:02:55.178363,"UFC 61: Bitter Rivals July 08 2006 Las Vegas, Nevada, USA Welterweight Drew Fickett Kurt Pellegrino fighter1 0                                  0 18                                  25 1                                  5 2                                  0 SUB              Rear Naked Choke 1:20 2023-09-21 02:02:55.178363",ufc bitter rivals july las vegas nevada usa welterweight drew fickett kurt pellegrino fighter sub rear naked choke,4
UFC Fight Night 5,June 28 2006,"Las Vegas, Nevada, USA",Welterweight,Jonathan Goulet,Luke Cummo,fighter1,0                                  2,18                                  13,6                                  0,0                                  3,M-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night 5 June 28 2006 Las Vegas, Nevada, USA Welterweight Jonathan Goulet Luke Cummo fighter1 0                                  2 18                                  13 6                                  0 0                                  3 M-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night june las vegas nevada usa welterweight jonathan goulet luke cummo fighter mdec,1
UFC Fight Night 5,June 28 2006,"Las Vegas, Nevada, USA",Middleweight,Anderson Silva,Chris Leben,fighter1,2                                  0,17                                  1,0                                  0,0                                  0,KO/TKO              Punches,1,0:49,2023-09-21 02:02:55.178363,"UFC Fight Night 5 June 28 2006 Las Vegas, Nevada, USA Middleweight Anderson Silva Chris Leben fighter1 2                                  0 17                                  1 0                                  0 0                                  0 KO/TKO              Punches 0:49 2023-09-21 02:02:55.178363",ufc fight night june las vegas nevada usa middleweight anderson silva chris leben fighter kotko punches,1
UFC Fight Night 5,June 28 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Rashad Evans,Stephan Bonnar,fighter1,0                                  0,17                                  12,7                                  0,0                                  2,M-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night 5 June 28 2006 Las Vegas, Nevada, USA Light Heavyweight Rashad Evans Stephan Bonnar fighter1 0                                  0 17                                  12 7                                  0 0                                  2 M-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night june las vegas nevada usa light heavyweight rashad evans stephan bonnar fighter mdec,1
UFC Fight Night 5,June 28 2006,"Las Vegas, Nevada, USA",Lightweight,Mark Hominick,Jorge Gurgel,fighter1,0                                  0,43                                  36,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night 5 June 28 2006 Las Vegas, Nevada, USA Lightweight Mark Hominick Jorge Gurgel fighter1 0                                  0 43                                  36 0                                  0 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night june las vegas nevada usa lightweight mark hominick jorge gurgel fighter udec,1
UFC Fight Night 5,June 28 2006,"Las Vegas, Nevada, USA",Welterweight,Josh Koscheck,Dave Menne,fighter1,0                                  0,45                                  13,4                                  1,1                                  5,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night 5 June 28 2006 Las Vegas, Nevada, USA Welterweight Josh Koscheck Dave Menne fighter1 0                                  0 45                                  13 4                                  1 1                                  5 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night june las vegas nevada usa welterweight josh koscheck dave menne fighter udec,1
UFC Fight Night 5,June 28 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Jason Lambert,Branden Lee Hinkle,fighter1,0                                  0,44                                  4,0                                  3,1                                  0,KO/TKO              Punches,1,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night 5 June 28 2006 Las Vegas, Nevada, USA Light Heavyweight Jason Lambert Branden Lee Hinkle fighter1 0                                  0 44                                  4 0                                  3 1                                  0 KO/TKO              Punches 5:00 2023-09-21 02:02:55.178363",ufc fight night june las vegas nevada usa light heavyweight jason lambert branden lee hinkle fighter kotko punches,1
UFC Fight Night 5,June 28 2006,"Las Vegas, Nevada, USA",Welterweight,Jon Fitch,Thiago Alves,fighter1,1                                  0,51                                  1,3                                  1,2                                  3,KO/TKO              Kick,2,4:37,2023-09-21 02:02:55.178363,"UFC Fight Night 5 June 28 2006 Las Vegas, Nevada, USA Welterweight Jon Fitch Thiago Alves fighter1 1                                  0 51                                  1 3                                  1 2                                  3 KO/TKO              Kick 4:37 2023-09-21 02:02:55.178363",ufc fight night june las vegas nevada usa welterweight jon fitch thiago alves fighter kotko kick,1
UFC Fight Night 5,June 28 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Rob MacDonald,Kristian Rothaermel,fighter1,0                                  0,10                                  3,4                                  0,3                                  0,SUB              Armbar,1,4:01,2023-09-21 02:02:55.178363,"UFC Fight Night 5 June 28 2006 Las Vegas, Nevada, USA Light Heavyweight Rob MacDonald Kristian Rothaermel fighter1 0                                  0 10                                  3 4                                  0 3                                  0 SUB              Armbar 4:01 2023-09-21 02:02:55.178363",ufc fight night june las vegas nevada usa light heavyweight rob macdonald kristian rothaermel fighter sub armbar,1
UFC Fight Night 5,June 28 2006,"Las Vegas, Nevada, USA",Middleweight,Jorge Santiago,Justin Levens,fighter1,1                                  0,9                                  0,1                                  0,0                                  0,KO/TKO              Knee,1,2:13,2023-09-21 02:02:55.178363,"UFC Fight Night 5 June 28 2006 Las Vegas, Nevada, USA Middleweight Jorge Santiago Justin Levens fighter1 1                                  0 9                                  0 1                                  0 0                                  0 KO/TKO              Knee 2:13 2023-09-21 02:02:55.178363",ufc fight night june las vegas nevada usa middleweight jorge santiago justin levens fighter kotko knee,1
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,June 24 2006,"Las Vegas, Nevada, USA",Lightweight,Kenny Florian,Sam Stout,fighter1,0                                  0,5                                  0,1                                  0,1                                  0,SUB              Rear Naked Choke,1,1:46,2023-09-21 02:02:55.178363,"The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale June 24 2006 Las Vegas, Nevada, USA Lightweight Kenny Florian Sam Stout fighter1 0                                  0 5                                  0 1                                  0 1                                  0 SUB              Rear Naked Choke 1:46 2023-09-21 02:02:55.178363",ultimate fighter team ortiz vs team shamrock finale june las vegas nevada usa lightweight kenny florian sam stout fighter sub rear naked choke,3
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,June 24 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Michael Bisping,Josh Haynes,fighter1,2                                  0,41                                  8,4                                  0,4                                  0,KO/TKO              Punches,2,4:14,2023-09-21 02:02:55.178363,"The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale June 24 2006 Las Vegas, Nevada, USA Light Heavyweight Michael Bisping Josh Haynes fighter1 2                                  0 41                                  8 4                                  0 4                                  0 KO/TKO              Punches 4:14 2023-09-21 02:02:55.178363",ultimate fighter team ortiz vs team shamrock finale june las vegas nevada usa light heavyweight michael bisping josh haynes fighter kotko punches,3
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,June 24 2006,"Las Vegas, Nevada, USA",Middleweight,Kendall Grove,Ed Herman,fighter1,0                                  0,25                                  33,0                                  5,6                                  2,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale June 24 2006 Las Vegas, Nevada, USA Middleweight Kendall Grove Ed Herman fighter1 0                                  0 25                                  33 0                                  5 6                                  2 U-DEC 5:00 2023-09-21 02:02:55.178363",ultimate fighter team ortiz vs team shamrock finale june las vegas nevada usa middleweight kendall grove ed herman fighter udec,3
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,June 24 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Keith Jardine,Wilson Gouveia,fighter1,0                                  0,67                                  48,1                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale June 24 2006 Las Vegas, Nevada, USA Light Heavyweight Keith Jardine Wilson Gouveia fighter1 0                                  0 67                                  48 1                                  1 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ultimate fighter team ortiz vs team shamrock finale june las vegas nevada usa light heavyweight keith jardine wilson gouveia fighter udec,3
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,June 24 2006,"Las Vegas, Nevada, USA",Middleweight,Rory Singer,Ross Pointon,fighter1,0                                  1,2                                  4,0                                  0,1                                  0,SUB              Triangle Choke,1,0:44,2023-09-21 02:02:55.178363,"The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale June 24 2006 Las Vegas, Nevada, USA Middleweight Rory Singer Ross Pointon fighter1 0                                  1 2                                  4 0                                  0 1                                  0 SUB              Triangle Choke 0:44 2023-09-21 02:02:55.178363",ultimate fighter team ortiz vs team shamrock finale june las vegas nevada usa middleweight rory singer ross pointon fighter sub triangle choke,3
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,June 24 2006,"Las Vegas, Nevada, USA",Middleweight,Kalib Starnes,Danny Abbadi,fighter1,0                                  0,21                                  3,1                                  0,1                                  0,SUB              Rear Naked Choke,1,2:56,2023-09-21 02:02:55.178363,"The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale June 24 2006 Las Vegas, Nevada, USA Middleweight Kalib Starnes Danny Abbadi fighter1 0                                  0 21                                  3 1                                  0 1                                  0 SUB              Rear Naked Choke 2:56 2023-09-21 02:02:55.178363",ultimate fighter team ortiz vs team shamrock finale june las vegas nevada usa middleweight kalib starnes danny abbadi fighter sub rear naked choke,3
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,June 24 2006,"Las Vegas, Nevada, USA",Middleweight,Luigi Fioravanti,Solomon Hutcherson,fighter1,1                                  0,11                                  11,1                                  1,0                                  0,KO/TKO              Punch,1,4:15,2023-09-21 02:02:55.178363,"The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale June 24 2006 Las Vegas, Nevada, USA Middleweight Luigi Fioravanti Solomon Hutcherson fighter1 1                                  0 11                                  11 1                                  1 0                                  0 KO/TKO              Punch 4:15 2023-09-21 02:02:55.178363",ultimate fighter team ortiz vs team shamrock finale june las vegas nevada usa middleweight luigi fioravanti solomon hutcherson fighter kotko punch,3
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,June 24 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Matt Hamill,Jesse Forbes,fighter1,0                                  0,33                                  9,1                                  0,0                                  0,KO/TKO              Elbows,1,4:47,2023-09-21 02:02:55.178363,"The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale June 24 2006 Las Vegas, Nevada, USA Light Heavyweight Matt Hamill Jesse Forbes fighter1 0                                  0 33                                  9 1                                  0 0                                  0 KO/TKO              Elbows 4:47 2023-09-21 02:02:55.178363",ultimate fighter team ortiz vs team shamrock finale june las vegas nevada usa light heavyweight matt hamill jesse forbes fighter kotko elbows,3
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,June 24 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Mike Nickels,Wes Combs,fighter1,0                                  0,22                                  4,3                                  0,1                                  0,SUB              Rear Naked Choke,1,3:10,2023-09-21 02:02:55.178363,"The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale June 24 2006 Las Vegas, Nevada, USA Light Heavyweight Mike Nickels Wes Combs fighter1 0                                  0 22                                  4 3                                  0 1                                  0 SUB              Rear Naked Choke 3:10 2023-09-21 02:02:55.178363",ultimate fighter team ortiz vs team shamrock finale june las vegas nevada usa light heavyweight mike nickels wes combs fighter sub rear naked choke,3
UFC 60: Hughes vs Gracie,May 27 2006,"Los Angeles, California, USA",Catch Weight,Matt Hughes,Royce Gracie,fighter1,0                                  0,32                                  7,1                                  0,1                                  0,KO/TKO              Punches,1,4:39,2023-09-21 02:02:55.178363,"UFC 60: Hughes vs Gracie May 27 2006 Los Angeles, California, USA Catch Weight Matt Hughes Royce Gracie fighter1 0                                  0 32                                  7 1                                  0 1                                  0 KO/TKO              Punches 4:39 2023-09-21 02:02:55.178363",ufc hughes vs gracie may los angeles california usa catch weight matt hughes royce gracie fighter kotko punches,0
UFC 60: Hughes vs Gracie,May 27 2006,"Los Angeles, California, USA",Light Heavyweight,Dean Lister,Alessio Sakara,fighter1,0                                  0,1                                  1,0                                  0,2                                  0,SUB              Triangle Choke,1,2:20,2023-09-21 02:02:55.178363,"UFC 60: Hughes vs Gracie May 27 2006 Los Angeles, California, USA Light Heavyweight Dean Lister Alessio Sakara fighter1 0                                  0 1                                  1 0                                  0 2                                  0 SUB              Triangle Choke 2:20 2023-09-21 02:02:55.178363",ufc hughes vs gracie may los angeles california usa light heavyweight dean lister alessio sakara fighter sub triangle choke,4
UFC 60: Hughes vs Gracie,May 27 2006,"Los Angeles, California, USA",Welterweight,Diego Sanchez,John Alessio,fighter1,0                                  0,9                                  17,1                                  0,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 60: Hughes vs Gracie May 27 2006 Los Angeles, California, USA Welterweight Diego Sanchez John Alessio fighter1 0                                  0 9                                  17 1                                  0 0                                  1 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc hughes vs gracie may los angeles california usa welterweight diego sanchez john alessio fighter udec,0
