cancelled,contract length,days active,invites sent,money spent,occupation,used coupon code,user ID,Cluster,NLP_Cluster
no,monthly,94,14,236,engineering manager,no,8946,0,2
no,annual,107,13,412,product manager,no,8947,0,0
no,monthly,128,12,607,engineering manager,yes,8948,0,2
no,monthly,12,12,681,engineering manager,yes,8949,1,2
no,monthly,124,13,793,product manager,no,8950,0,0
yes,annual,24,6,616,marketer,no,8951,1,1
yes,annual,81,9,571,sales,no,8952,1,1
no,monthly,132,1,153,engineering manager,no,8953,1,2
no,monthly,54,5,774,engineering manager,no,8954,1,2
yes,monthly,63,1,603,designer,no,8955,1,1
no,monthly,55,5,745,engineering manager,no,8956,1,2
no,monthly,138,4,1092,engineering manager,yes,8957,1,2
yes,monthly,3,12,309,engineering manager,no,8958,1,2
no,monthly,60,12,393,product manager,yes,8959,1,0
no,annual,118,15,610,product manager,no,8960,0,0
no,monthly,85,18,538,engineering manager,yes,8961,0,2
no,monthly,72,14,947,developer,no,8962,0,1
yes,monthly,18,11,216,engineering manager,yes,8963,1,2
yes,annual,49,6,123,engineering manager,no,8964,1,2
no,monthly,69,11,504,engineering manager,no,8965,1,2
yes,annual,60,4,1039,designer,no,8966,1,1
no,monthly,12,1,425,developer,no,8967,1,1
yes,annual,34,4,849,engineering manager,no,8968,1,2
no,monthly,72,2,755,engineering manager,no,8969,1,2
no,monthly,119,11,763,product manager,yes,8970,0,0
no,annual,2,3,804,developer,yes,8971,1,1
no,annual,124,12,901,product manager,yes,8972,0,0
no,monthly,10,10,136,engineering manager,no,8973,1,2
no,annual,116,5,1127,product manager,no,8974,1,0
no,monthly,57,10,715,product manager,no,8975,1,0
no,monthly,61,5,1075,engineering manager,yes,8976,1,2
yes,monthly,35,0,1055,engineering manager,no,8977,1,2
no,monthly,46,10,1115,engineering manager,no,8978,1,2
no,annual,124,4,917,engineering manager,no,8979,1,2
no,annual,55,8,596,engineering manager,no,8980,1,2
no,monthly,15,4,1128,developer,no,8981,1,1
no,monthly,108,16,480,engineering manager,no,8982,0,2
no,monthly,70,7,906,engineering manager,no,8983,1,2
no,annual,58,9,769,product manager,no,8984,1,0
no,monthly,134,16,810,developer,yes,8985,0,1
no,annual,102,0,809,developer,no,8986,1,1
yes,monthly,60,6,1174,developer,yes,8987,1,1
no,monthly,139,13,416,developer,yes,8988,0,1
yes,annual,48,11,256,sales,yes,8989,1,1
yes,annual,55,3,446,sales,no,8990,1,1
no,annual,136,7,1075,product manager,no,8991,1,0
yes,monthly,22,3,549,designer,yes,8992,1,1
no,monthly,143,14,690,product manager,no,8993,0,0
yes,monthly,60,12,1129,product manager,no,8994,1,0
no,monthly,130,0,499,developer,no,8995,1,1
no,annual,94,1,59,developer,no,8996,1,1
yes,annual,65,5,1107,marketer,yes,8997,1,1
no,monthly,133,16,197,engineering manager,yes,8998,0,2
no,monthly,136,17,144,product manager,yes,8999,0,0
no,monthly,25,8,3,developer,no,9000,1,1
yes,monthly,34,7,157,developer,no,9001,1,1
no,monthly,16,6,224,product manager,no,9002,1,0
yes,monthly,85,3,857,designer,no,9003,1,1
yes,monthly,5,8,10,sales,yes,9004,1,1
no,annual,59,7,297,product manager,yes,9005,1,0
yes,monthly,99,10,713,sales,no,9006,1,1
no,monthly,148,16,565,developer,no,9007,0,1
yes,annual,8,4,300,designer,yes,9008,1,1
no,annual,14,19,261,developer,no,9009,0,1
no,annual,139,20,904,engineering manager,yes,9010,0,2
no,monthly,129,7,571,product manager,yes,9011,1,0
no,monthly,139,13,443,product manager,no,9012,0,0
no,monthly,75,15,27,developer,no,9013,0,1
no,monthly,123,6,546,product manager,no,9014,1,0
yes,monthly,90,1,222,developer,no,9015,1,1
no,monthly,86,15,1046,developer,no,9016,0,1
no,monthly,137,1,265,product manager,yes,9017,1,0
no,annual,89,16,594,developer,yes,9018,0,1
yes,annual,80,4,112,engineering manager,yes,9019,1,2
no,annual,31,3,365,product manager,no,9020,1,0
no,annual,63,0,304,product manager,yes,9021,1,0
no,monthly,116,15,193,developer,yes,9022,0,1
no,monthly,49,2,499,product manager,no,9023,1,0
no,monthly,98,3,548,engineering manager,no,9024,1,2
no,annual,122,19,962,product manager,no,9025,0,0
no,monthly,5,7,617,product manager,yes,9026,1,0
no,annual,107,11,1033,product manager,no,9027,1,0
no,monthly,0,10,334,product manager,no,9028,1,0
no,annual,121,9,440,product manager,no,9029,1,0
no,annual,132,12,9,engineering manager,no,9030,0,2
no,annual,109,13,101,developer,no,9031,0,1
no,monthly,65,16,130,engineering manager,no,9032,0,2
no,monthly,40,13,213,developer,no,9033,1,1
no,annual,88,0,599,developer,no,9034,1,1
no,monthly,126,3,115,product manager,yes,9035,1,0
yes,annual,95,7,721,product manager,no,9036,1,0
no,monthly,106,6,490,developer,no,9037,1,1
no,monthly,95,9,1027,engineering manager,no,9038,1,2
no,monthly,88,14,845,engineering manager,yes,9039,0,2
no,monthly,68,0,229,developer,yes,9040,1,1
no,monthly,36,4,86,engineering manager,no,9041,1,2
yes,annual,79,2,755,developer,no,9042,1,1
no,annual,120,11,1014,developer,no,9043,1,1
no,annual,103,14,1100,product manager,yes,9044,0,0
no,monthly,78,20,428,developer,yes,9045,0,1
no,monthly,32,13,168,product manager,yes,9046,1,0
no,annual,94,9,615,developer,yes,9047,1,1
no,monthly,83,10,105,engineering manager,yes,9048,1,2
no,monthly,17,7,303,engineering manager,yes,9049,1,2
no,monthly,7,2,29,engineering manager,no,9050,1,2
no,monthly,67,17,214,engineering manager,yes,9051,0,2
no,monthly,37,15,229,product manager,no,9052,0,0
no,monthly,6,7,71,developer,yes,9053,1,1
no,monthly,103,0,338,product manager,no,9054,1,0
no,annual,53,15,1136,developer,no,9055,0,1
no,monthly,146,11,292,product manager,yes,9056,0,0
yes,monthly,47,6,346,developer,yes,9057,1,1
no,monthly,119,15,569,product manager,no,9058,0,0
no,monthly,96,4,936,engineering manager,yes,9059,1,2
no,monthly,66,19,183,product manager,no,9060,0,0
yes,monthly,36,11,863,sales,yes,9061,1,1
no,monthly,136,12,790,developer,no,9062,0,1
yes,annual,89,0,561,engineering manager,no,9063,1,2
no,monthly,93,20,845,engineering manager,yes,9064,0,2
yes,monthly,23,2,566,engineering manager,no,9065,1,2
no,annual,46,18,814,product manager,no,9066,0,0
no,monthly,9,13,1159,engineering manager,no,9067,1,2
no,annual,48,19,912,developer,no,9068,0,1
no,annual,45,15,511,product manager,no,9069,0,0
no,monthly,120,12,657,product manager,yes,9070,0,0
no,monthly,24,17,1143,developer,yes,9071,0,1
yes,annual,42,1,907,engineering manager,no,9072,1,2
no,annual,133,9,105,product manager,yes,9073,1,0
no,annual,79,14,413,engineering manager,no,9074,0,2
no,annual,13,9,257,engineering manager,yes,9075,1,2
yes,monthly,45,1,291,marketer,yes,9076,1,1
no,monthly,67,0,340,engineering manager,no,9077,1,2
no,annual,132,3,621,engineering manager,no,9078,1,2
no,monthly,30,20,353,product manager,no,9079,0,0
yes,monthly,6,12,475,sales,no,9080,1,1
no,monthly,139,6,1068,developer,yes,9081,1,1
yes,monthly,57,4,444,product manager,yes,9082,1,0
yes,monthly,71,11,512,marketer,no,9083,1,1
no,annual,64,7,842,product manager,no,9084,1,0
no,monthly,146,6,726,developer,yes,9085,1,1
no,annual,103,17,118,product manager,no,9086,0,0
no,annual,58,13,323,product manager,yes,9087,1,0
no,annual,21,1,223,engineering manager,no,9088,1,2
no,annual,81,0,511,product manager,no,9089,1,0
yes,monthly,1,2,196,sales,yes,9090,1,1
no,monthly,109,8,1086,product manager,yes,9091,1,0
no,monthly,92,3,715,engineering manager,yes,9092,1,2
no,annual,44,20,197,engineering manager,yes,9093,0,2
no,monthly,134,7,55,product manager,no,9094,1,0
no,monthly,27,14,753,engineering manager,no,9095,1,2
yes,monthly,20,0,673,designer,yes,9096,1,1
no,annual,91,8,93,engineering manager,no,9097,1,2
no,monthly,15,5,81,engineering manager,yes,9098,1,2
no,monthly,112,20,573,engineering manager,yes,9099,0,2
yes,annual,67,0,379,marketer,no,9100,1,1
yes,monthly,51,9,1152,developer,yes,9101,1,1
no,monthly,63,12,139,developer,yes,9102,1,1
no,monthly,41,15,624,product manager,no,9103,0,0
no,monthly,16,11,442,product manager,yes,9104,1,0
no,monthly,43,15,622,product manager,yes,9105,0,0
no,monthly,29,20,337,developer,no,9106,0,1
no,monthly,27,0,716,developer,no,9107,1,1
no,monthly,120,0,1085,engineering manager,yes,9108,1,2
yes,monthly,1,3,830,engineering manager,no,9109,1,2
no,monthly,109,12,464,developer,no,9110,0,1
no,monthly,115,17,80,developer,yes,9111,0,1
no,monthly,100,0,978,developer,yes,9112,1,1
no,annual,88,0,89,developer,yes,9113,1,1
no,annual,23,15,290,product manager,yes,9114,1,0
no,annual,53,7,631,developer,no,9115,1,1
yes,monthly,94,6,941,sales,no,9116,1,1
yes,annual,87,1,1152,developer,yes,9117,1,1
yes,monthly,63,2,709,marketer,yes,9118,1,1
no,monthly,34,9,1076,engineering manager,yes,9119,1,2
yes,monthly,57,2,21,engineering manager,no,9120,1,2
yes,monthly,62,3,785,sales,no,9121,1,1
no,monthly,18,20,268,engineering manager,no,9122,0,2
no,monthly,13,5,216,product manager,yes,9123,1,0
yes,monthly,4,0,166,designer,yes,9124,1,1
yes,monthly,12,8,1058,designer,yes,9125,1,1
yes,monthly,56,6,151,engineering manager,no,9126,1,2
yes,annual,0,5,116,product manager,yes,9127,1,0
no,annual,64,4,802,product manager,no,9128,1,0
no,monthly,19,1,1128,product manager,yes,9129,1,0
yes,monthly,7,4,258,developer,no,9130,1,1
no,monthly,57,9,618,developer,no,9131,1,1
yes,monthly,59,5,444,marketer,yes,9132,1,1
no,annual,54,8,522,developer,no,9133,1,1
no,monthly,85,3,797,engineering manager,no,9134,1,2
no,annual,138,8,333,engineering manager,no,9135,1,2
yes,annual,0,11,1179,marketer,no,9136,1,1
no,monthly,119,6,538,product manager,no,9137,1,0
no,monthly,114,3,295,engineering manager,no,9138,1,2
no,annual,132,19,1041,developer,no,9139,0,1
no,monthly,4,5,912,developer,yes,9140,1,1
yes,monthly,44,10,862,product manager,yes,9141,1,0
yes,monthly,13,3,301,developer,yes,9142,1,1
no,monthly,4,5,811,engineering manager,no,9143,1,2
yes,monthly,58,9,1116,engineering manager,no,9144,1,2
no,annual,129,6,943,developer,no,9145,1,1
no,annual,8,12,1153,product manager,yes,9146,1,0
no,monthly,117,4,761,developer,yes,9147,1,1
no,monthly,149,20,430,engineering manager,yes,9148,0,2
no,monthly,142,12,236,engineering manager,no,9149,0,2
no,monthly,96,19,1,developer,yes,9150,0,1
no,annual,56,10,399,product manager,yes,9151,1,0
yes,monthly,55,4,557,sales,no,9152,1,1
yes,monthly,45,10,119,product manager,yes,9153,1,0
no,monthly,123,16,29,developer,no,9154,0,1
no,annual,27,15,920,engineering manager,no,9155,1,2
yes,monthly,34,1,286,designer,no,9156,1,1
yes,annual,6,6,882,designer,no,9157,1,1
yes,annual,98,11,715,sales,no,9158,1,1
no,monthly,130,12,275,engineering manager,no,9159,0,2
no,monthly,3,1,562,product manager,no,9160,1,0
no,monthly,138,3,887,engineering manager,yes,9161,1,2
no,monthly,62,8,124,product manager,no,9162,1,0
no,annual,145,14,405,product manager,yes,9163,0,0
yes,monthly,69,6,1167,developer,yes,9164,1,1
no,annual,143,2,82,product manager,no,9165,1,0
no,monthly,145,7,285,product manager,no,9166,1,0
yes,monthly,71,4,716,marketer,no,9167,1,1
yes,monthly,79,12,815,sales,no,9168,1,1
no,monthly,3,1,44,engineering manager,yes,9169,1,2
no,monthly,112,17,531,developer,no,9170,0,1
yes,monthly,37,11,900,engineering manager,yes,9171,1,2
no,monthly,143,20,665,engineering manager,no,9172,0,2
no,monthly,108,9,33,product manager,no,9173,1,0
no,monthly,95,18,931,product manager,no,9174,0,0
no,monthly,114,13,1060,product manager,no,9175,0,0
yes,monthly,52,6,572,marketer,yes,9176,1,1
no,monthly,2,3,492,product manager,no,9177,1,0
no,monthly,129,20,43,developer,yes,9178,0,1
yes,monthly,44,10,906,engineering manager,yes,9179,1,2
yes,monthly,56,8,896,engineering manager,yes,9180,1,2
yes,monthly,40,6,951,developer,no,9181,1,1
no,annual,149,5,1193,developer,yes,9182,1,1
no,monthly,45,17,758,engineering manager,no,9183,0,2
no,monthly,134,6,704,developer,no,9184,1,1
yes,monthly,5,10,230,sales,no,9185,1,1
no,monthly,17,13,191,developer,no,9186,1,1
no,monthly,2,13,166,developer,no,9187,1,1
no,annual,122,15,1152,developer,no,9188,0,1
yes,monthly,76,12,1160,designer,yes,9189,1,1
yes,monthly,83,1,464,engineering manager,yes,9190,1,2
yes,annual,74,11,538,developer,yes,9191,1,1
no,annual,23,16,453,product manager,no,9192,0,0
no,monthly,80,1,1156,engineering manager,yes,9193,1,2
yes,monthly,36,11,971,engineering manager,no,9194,1,2
no,annual,77,5,319,product manager,no,9195,1,0
yes,annual,4,10,776,developer,yes,9196,1,1
no,monthly,9,11,670,developer,no,9197,1,1
no,annual,83,0,770,developer,no,9198,1,1
no,monthly,148,15,810,engineering manager,no,9199,0,2
no,monthly,27,8,1192,product manager,no,9200,1,0
no,monthly,89,14,384,developer,no,9201,0,1
yes,monthly,14,8,43,sales,yes,9202,1,1
yes,annual,92,1,808,designer,no,9203,1,1
no,annual,62,0,709,product manager,no,9204,1,0
no,annual,54,16,661,developer,no,9205,0,1
yes,monthly,82,10,107,marketer,no,9206,1,1
yes,monthly,24,8,701,product manager,yes,9207,1,0
no,monthly,49,11,459,engineering manager,no,9208,1,2
no,monthly,25,14,720,engineering manager,no,9209,1,2
no,annual,34,0,24,engineering manager,yes,9210,1,2
no,monthly,116,4,672,engineering manager,yes,9211,1,2
yes,monthly,91,12,1093,designer,no,9212,1,1
no,monthly,44,19,857,engineering manager,no,9213,0,2
yes,annual,34,2,242,marketer,yes,9214,1,1
no,annual,143,14,255,engineering manager,yes,9215,0,2
yes,monthly,54,10,916,product manager,no,9216,1,0
no,monthly,41,5,438,developer,no,9217,1,1
yes,monthly,36,1,1028,sales,no,9218,1,1
no,annual,55,20,1153,product manager,no,9219,0,0
yes,monthly,33,9,625,developer,yes,9220,1,1
no,monthly,111,20,814,developer,no,9221,0,1
no,monthly,87,12,40,developer,no,9222,1,1
yes,monthly,64,2,574,marketer,yes,9223,1,1
no,monthly,71,12,108,product manager,no,9224,1,0
no,monthly,128,15,1005,developer,no,9225,0,1
no,monthly,53,2,1133,engineering manager,yes,9226,1,2
no,monthly,94,1,508,product manager,yes,9227,1,0
yes,annual,45,9,212,designer,yes,9228,1,1
yes,annual,92,2,232,sales,yes,9229,1,1
no,monthly,79,9,1082,product manager,no,9230,1,0
yes,monthly,59,11,514,engineering manager,no,9231,1,2
no,monthly,126,2,1188,developer,yes,9232,1,1
no,monthly,27,3,58,engineering manager,yes,9233,1,2
no,annual,102,8,629,product manager,yes,9234,1,0
no,monthly,39,1,422,engineering manager,yes,9235,1,2
no,monthly,99,8,407,product manager,no,9236,1,0
no,monthly,109,17,719,engineering manager,no,9237,0,2
no,annual,27,10,771,developer,no,9238,1,1
yes,monthly,79,2,486,designer,yes,9239,1,1
no,annual,147,20,1173,product manager,yes,9240,0,0
no,monthly,112,20,817,developer,no,9241,0,1
no,annual,58,7,365,engineering manager,no,9242,1,2
yes,monthly,90,10,357,sales,no,9243,1,1
yes,monthly,35,12,72,sales,no,9244,1,1
no,annual,135,9,779,product manager,yes,9245,1,0
no,annual,113,17,1046,developer,no,9246,0,1
no,monthly,16,4,228,developer,yes,9247,1,1
no,monthly,12,16,217,developer,no,9248,0,1
no,monthly,82,17,1038,engineering manager,no,9249,0,2
no,monthly,101,1,220,product manager,no,9250,1,0
yes,annual,93,1,307,engineering manager,no,9251,1,2
no,monthly,37,2,1039,engineering manager,no,9252,1,2
no,monthly,13,1,128,engineering manager,no,9253,1,2
no,monthly,125,6,1037,product manager,yes,9254,1,0
no,monthly,29,11,247,engineering manager,no,9255,1,2
no,annual,2,9,1000,engineering manager,no,9256,1,2
yes,monthly,85,8,434,marketer,yes,9257,1,1
yes,annual,22,0,58,product manager,yes,9258,1,0
yes,annual,87,7,530,product manager,no,9259,1,0
yes,monthly,63,6,148,developer,yes,9260,1,1
no,monthly,20,18,268,product manager,no,9261,0,0
no,monthly,141,14,317,engineering manager,yes,9262,0,2
yes,monthly,1,7,602,sales,no,9263,1,1
no,annual,74,17,273,developer,no,9264,0,1
no,monthly,41,12,389,engineering manager,no,9265,1,2
yes,monthly,25,3,1002,marketer,no,9266,1,1
yes,monthly,30,9,1150,sales,no,9267,1,1
yes,monthly,77,12,377,designer,no,9268,1,1
no,monthly,95,18,1003,engineering manager,no,9269,0,2
no,monthly,83,2,33,engineering manager,no,9270,1,2
no,monthly,52,9,1089,developer,no,9271,1,1
no,monthly,7,15,812,engineering manager,yes,9272,1,2
no,annual,137,18,485,developer,no,9273,0,1
no,monthly,59,14,821,product manager,yes,9274,1,0
yes,annual,30,11,537,product manager,no,9275,1,0
no,monthly,75,12,913,engineering manager,yes,9276,1,2
no,monthly,132,1,962,developer,no,9277,1,1
yes,monthly,45,12,257,sales,yes,9278,1,1
no,monthly,0,0,383,engineering manager,no,9279,1,2
no,monthly,43,7,903,developer,no,9280,1,1
no,monthly,82,6,106,engineering manager,yes,9281,1,2
yes,monthly,25,1,746,designer,yes,9282,1,1
no,monthly,117,20,127,product manager,no,9283,0,0
no,monthly,55,16,646,developer,no,9284,0,1
no,annual,20,7,1044,engineering manager,no,9285,1,2
no,annual,54,16,212,developer,no,9286,0,1
no,monthly,133,14,1049,engineering manager,no,9287,0,2
no,monthly,109,19,668,developer,no,9288,0,1
no,monthly,15,17,47,engineering manager,yes,9289,0,2
no,monthly,58,20,871,engineering manager,no,9290,0,2
no,annual,12,2,414,engineering manager,no,9291,1,2
no,monthly,115,14,117,product manager,yes,9292,0,0
yes,monthly,17,10,883,product manager,no,9293,1,0
no,monthly,117,13,897,product manager,no,9294,0,0
no,annual,67,1,832,engineering manager,yes,9295,1,2
no,monthly,26,2,568,product manager,yes,9296,1,0
no,monthly,36,2,55,product manager,no,9297,1,0
yes,monthly,25,4,1056,product manager,no,9298,1,0
yes,monthly,56,12,837,developer,yes,9299,1,1
no,annual,68,5,717,developer,no,9300,1,1
no,annual,74,18,961,product manager,yes,9301,0,0
no,annual,62,11,1030,product manager,yes,9302,1,0
no,monthly,130,14,1112,product manager,no,9303,0,0
no,annual,50,11,712,developer,yes,9304,1,1
no,monthly,15,1,836,product manager,no,9305,1,0
no,monthly,80,5,929,product manager,no,9306,1,0
no,monthly,139,16,1199,developer,yes,9307,0,1
yes,annual,79,1,1074,sales,no,9308,1,1
yes,monthly,28,12,172,marketer,no,9309,1,1
yes,annual,25,9,9,product manager,no,9310,1,0
no,annual,98,7,218,product manager,no,9311,1,0
no,monthly,39,16,665,engineering manager,no,9312,0,2
yes,annual,52,9,901,engineering manager,no,9313,1,2
no,annual,124,13,260,product manager,yes,9314,0,0
yes,monthly,58,3,1109,designer,no,9315,1,1
yes,annual,59,10,810,product manager,no,9316,1,0
no,monthly,87,8,32,developer,yes,9317,1,1
yes,monthly,4,6,803,developer,yes,9318,1,1
no,monthly,50,13,418,product manager,no,9319,1,0
no,monthly,36,13,19,engineering manager,no,9320,1,2
no,monthly,27,3,848,engineering manager,yes,9321,1,2
yes,monthly,88,7,500,developer,no,9322,1,1
no,annual,76,20,163,engineering manager,yes,9323,0,2
yes,annual,89,12,9,product manager,yes,9324,1,0
yes,annual,5,10,654,sales,no,9325,1,1
yes,monthly,19,4,1019,marketer,no,9326,1,1
no,monthly,8,2,4,developer,no,9327,1,1
no,monthly,124,12,479,developer,yes,9328,0,1
no,monthly,65,11,518,engineering manager,yes,9329,1,2
no,annual,40,7,405,engineering manager,no,9330,1,2
no,monthly,129,14,595,engineering manager,yes,9331,0,2
no,monthly,13,1,612,product manager,no,9332,1,0
no,annual,72,3,1060,engineering manager,no,9333,1,2
no,monthly,65,3,902,engineering manager,no,9334,1,2
no,monthly,30,2,677,product manager,yes,9335,1,0
no,annual,21,8,631,developer,no,9336,1,1
no,annual,14,3,1186,developer,no,9337,1,1
no,monthly,92,17,237,engineering manager,no,9338,0,2
no,annual,143,1,867,engineering manager,yes,9339,1,2
no,monthly,42,8,298,engineering manager,no,9340,1,2
no,annual,10,16,744,product manager,no,9341,1,0
yes,monthly,22,11,1098,engineering manager,no,9342,1,2
yes,annual,72,0,102,designer,no,9343,1,1
no,monthly,1,11,52,developer,yes,9344,1,1
yes,annual,81,12,851,engineering manager,no,9345,1,2
yes,monthly,33,2,347,sales,no,9346,1,1
no,monthly,145,7,1119,product manager,no,9347,1,0
no,monthly,61,15,1138,engineering manager,no,9348,0,2
no,monthly,34,4,653,product manager,yes,9349,1,0
no,annual,18,15,357,engineering manager,yes,9350,1,2
yes,monthly,1,0,913,product manager,no,9351,1,0
no,monthly,61,4,1112,product manager,yes,9352,1,0
yes,annual,12,2,169,sales,no,9353,1,1
no,monthly,34,13,492,product manager,yes,9354,1,0
no,annual,103,15,837,product manager,no,9355,0,0
no,monthly,81,11,103,product manager,yes,9356,1,0
no,monthly,74,6,630,engineering manager,no,9357,1,2
no,annual,76,3,1196,product manager,yes,9358,1,0
no,annual,141,16,616,engineering manager,yes,9359,0,2
yes,monthly,95,1,620,marketer,yes,9360,1,1
no,monthly,33,3,203,product manager,no,9361,1,0
yes,monthly,85,11,60,designer,yes,9362,1,1
no,monthly,123,4,859,developer,no,9363,1,1
yes,monthly,29,4,881,sales,no,9364,1,1
no,monthly,115,7,800,developer,no,9365,1,1
no,annual,9,4,1026,developer,no,9366,1,1
no,monthly,106,13,602,engineering manager,no,9367,0,2
no,monthly,136,19,15,developer,yes,9368,0,1
no,annual,14,20,886,engineering manager,no,9369,0,2
no,annual,147,19,1003,developer,yes,9370,0,1
no,monthly,125,0,457,developer,yes,9371,1,1
no,monthly,116,5,693,product manager,no,9372,1,0
no,annual,73,2,508,engineering manager,yes,9373,1,2
no,monthly,108,12,1149,product manager,no,9374,1,0
no,monthly,22,0,251,engineering manager,yes,9375,1,2
no,monthly,100,11,1180,engineering manager,no,9376,1,2
yes,monthly,29,4,1141,designer,yes,9377,1,1
yes,monthly,39,7,458,developer,no,9378,1,1
no,monthly,13,3,877,engineering manager,no,9379,1,2
yes,annual,90,11,412,marketer,yes,9380,1,1
yes,monthly,91,1,715,sales,yes,9381,1,1
no,monthly,69,7,756,engineering manager,no,9382,1,2
no,monthly,62,0,431,product manager,no,9383,1,0
yes,monthly,22,11,1012,sales,no,9384,1,1
no,monthly,71,17,15,developer,yes,9385,0,1
no,monthly,17,13,92,developer,yes,9386,1,1
no,monthly,81,13,404,developer,no,9387,1,1
yes,monthly,97,2,749,product manager,no,9388,1,0
yes,monthly,34,8,905,engineering manager,no,9389,1,2
no,annual,92,10,957,engineering manager,no,9390,1,2
no,monthly,25,2,122,developer,no,9391,1,1
yes,annual,40,8,520,sales,yes,9392,1,1
no,monthly,35,6,711,product manager,no,9393,1,0
no,monthly,65,11,703,developer,yes,9394,1,1
yes,monthly,30,11,1130,designer,yes,9395,1,1
no,monthly,116,4,557,developer,yes,9396,1,1
no,annual,127,5,918,engineering manager,yes,9397,1,2
no,monthly,92,4,431,developer,yes,9398,1,1
no,monthly,46,20,57,engineering manager,no,9399,0,2
yes,monthly,62,3,904,sales,no,9400,1,1
no,annual,146,20,292,product manager,yes,9401,0,0
yes,monthly,78,10,1089,engineering manager,no,9402,1,2
no,monthly,76,4,761,product manager,no,9403,1,0
no,annual,38,14,324,product manager,yes,9404,1,0
no,monthly,17,1,153,engineering manager,no,9405,1,2
yes,monthly,59,6,7,designer,no,9406,1,1
no,monthly,106,18,705,engineering manager,yes,9407,0,2
no,annual,2,0,546,product manager,no,9408,1,0
yes,annual,81,11,1083,marketer,no,9409,1,1
no,monthly,13,18,90,engineering manager,yes,9410,0,2
yes,monthly,47,8,1162,sales,no,9411,1,1
no,monthly,25,20,1175,engineering manager,yes,9412,0,2
no,monthly,90,9,482,engineering manager,no,9413,1,2
yes,annual,95,0,925,product manager,no,9414,1,0
no,annual,41,2,282,developer,no,9415,1,1
yes,monthly,56,1,818,product manager,yes,9416,1,0
no,monthly,54,4,283,developer,no,9417,1,1
no,monthly,6,18,1005,product manager,yes,9418,0,0
no,monthly,134,5,418,developer,no,9419,1,1
no,annual,117,19,96,developer,yes,9420,0,1
no,monthly,22,9,412,engineering manager,no,9421,1,2
no,monthly,9,17,723,engineering manager,yes,9422,0,2
yes,monthly,8,12,180,sales,no,9423,1,1
no,monthly,133,7,1136,product manager,yes,9424,1,0
yes,annual,70,10,1146,developer,yes,9425,1,1
no,annual,120,20,1130,engineering manager,no,9426,0,2
no,annual,109,11,283,developer,yes,9427,1,1
yes,monthly,61,1,9,marketer,no,9428,1,1
yes,monthly,3,4,367,sales,yes,9429,1,1
no,monthly,85,16,258,product manager,yes,9430,0,0
yes,monthly,75,11,146,developer,yes,9431,1,1
yes,monthly,45,0,142,designer,no,9432,1,1
yes,monthly,58,2,21,product manager,yes,9433,1,0
no,annual,91,0,625,developer,no,9434,1,1
no,monthly,59,0,211,product manager,no,9435,1,0
no,monthly,1,1,513,developer,yes,9436,1,1
no,monthly,136,18,1086,product manager,yes,9437,0,0
no,monthly,138,9,72,developer,no,9438,1,1
yes,monthly,72,12,1110,developer,no,9439,1,1
no,annual,55,2,958,developer,no,9440,1,1
yes,monthly,21,1,621,engineering manager,no,9441,1,2
no,monthly,45,20,607,product manager,no,9442,0,0
no,monthly,149,14,273,engineering manager,yes,9443,0,2
no,monthly,65,20,50,engineering manager,no,9444,0,2
no,monthly,19,12,6,product manager,yes,9445,1,0
yes,monthly,39,9,848,designer,yes,9446,1,1
yes,monthly,24,6,1167,developer,no,9447,1,1
no,monthly,73,11,1120,product manager,no,9448,1,0
no,monthly,71,4,1189,developer,no,9449,1,1
yes,monthly,14,4,682,sales,no,9450,1,1
no,monthly,13,18,652,engineering manager,yes,9451,0,2
yes,monthly,35,11,314,designer,yes,9452,1,1
yes,monthly,41,9,27,designer,yes,9453,1,1
no,monthly,84,17,367,developer,no,9454,0,1
yes,monthly,89,4,839,sales,no,9455,1,1
yes,monthly,30,5,638,engineering manager,no,9456,1,2
yes,monthly,65,2,672,sales,no,9457,1,1
no,monthly,134,6,548,engineering manager,no,9458,1,2
no,annual,137,19,905,developer,yes,9459,0,1
yes,annual,71,4,891,marketer,no,9460,1,1
no,monthly,126,5,887,product manager,yes,9461,1,0
no,monthly,113,12,492,engineering manager,no,9462,0,2
no,monthly,65,12,521,engineering manager,yes,9463,1,2
no,monthly,109,15,1183,developer,no,9464,0,1
no,annual,93,2,129,product manager,no,9465,1,0
no,annual,40,9,1162,product manager,no,9466,1,0
no,monthly,50,1,214,engineering manager,no,9467,1,2
no,annual,79,17,1136,engineering manager,no,9468,0,2
no,monthly,122,12,315,product manager,yes,9469,0,0
yes,monthly,86,5,1033,developer,no,9470,1,1
yes,monthly,82,0,827,designer,no,9471,1,1
no,annual,23,16,1054,developer,no,9472,1,1
yes,annual,18,3,519,engineering manager,no,9473,1,2
no,monthly,78,15,55,product manager,no,9474,0,0
yes,monthly,36,10,10,marketer,yes,9475,1,1
no,monthly,44,7,75,product manager,yes,9476,1,0
yes,monthly,90,10,792,engineering manager,no,9477,1,2
no,monthly,19,6,493,product manager,yes,9478,1,0
yes,monthly,56,9,966,engineering manager,yes,9479,1,2
no,monthly,98,3,566,product manager,yes,9480,1,0
yes,monthly,39,9,335,sales,no,9481,1,1
no,annual,112,4,807,developer,yes,9482,1,1
yes,annual,53,10,667,product manager,no,9483,1,0
no,monthly,98,3,888,engineering manager,yes,9484,1,2
no,monthly,57,7,1133,product manager,no,9485,1,0
