Name EN,Name CN,combined_text,cleaned_text,Cluster,Distance_to_Centroid
StarCraft 64 (Germany) (Proto),星际争霸64,StarCraft 64 (Germany) (Proto) 星际争霸64,starcraft germany proto 星际争霸,5,0.9957620600583241
"Starshot - Space Circus Fever (Europe) (En,Fr,De)",银河出击-太空马戏团狂热,"Starshot - Space Circus Fever (Europe) (En,Fr,De) 银河出击-太空马戏团狂热",starshot space circus fever europe enfrde 银河出击太空马戏团狂热,1,0.9824954756334974
"Starshot - Space Circus Fever (USA) (En,Fr,Es)",银河出击-太空马戏团狂热,"Starshot - Space Circus Fever (USA) (En,Fr,Es) 银河出击-太空马戏团狂热",starshot space circus fever usa enfres 银河出击太空马戏团狂热,5,0.9953417711420718
Stunt Racer 64 (USA),特技赛车64,Stunt Racer 64 (USA) 特技赛车64,stunt racer usa 特技赛车,5,0.9943120209330776
Super B-Daman - Battle Phoenix 64 (Japan),弹珠超人64-战斗凤凰,Super B-Daman - Battle Phoenix 64 (Japan) 弹珠超人64-战斗凤凰,super bdaman battle phoenix japan 弹珠超人战斗凤凰,7,0.9902234154058133
Super Bowling (Japan),超级保龄球,Super Bowling (Japan) 超级保龄球,super bowling japan 超级保龄球,7,0.9854030812820814
Super Bowling (USA),超级保龄球,Super Bowling (USA) 超级保龄球,super bowling usa 超级保龄球,5,0.9937154532110257
"Super Mario 64 (Europe) (En,Fr,De)",超级马里奥64,"Super Mario 64 (Europe) (En,Fr,De) 超级马里奥64",super mario europe enfrde 超级马里奥,1,0.9682829808526126
Super Mario 64 (Japan),超级马里奥64,Super Mario 64 (Japan) 超级马里奥64,super mario japan 超级马里奥,7,0.9792210720487154
Super Mario 64 (Japan) (Rev 3) (Shindou Edition),超级马里奥64,Super Mario 64 (Japan) (Rev 3) (Shindou Edition) 超级马里奥64,super mario japan rev shindou edition 超级马里奥,9,0.9801699594542159
Super Mario 64 (USA),超级马里奥64,Super Mario 64 (USA) 超级马里奥64,super mario usa 超级马里奥,5,0.9871130923267654
Super Mario 64 (USA) (LodgeNet),超级马里奥64,Super Mario 64 (USA) (LodgeNet) 超级马里奥64,super mario usa lodgenet 超级马里奥,5,0.9796798185788156
Super Robot Spirits (Japan),超钢之魂,Super Robot Spirits (Japan) 超钢之魂,super robot spirits japan 超钢之魂,7,0.9858984815370236
Super Robot Taisen 64 (Japan),超级机器人大战64,Super Robot Taisen 64 (Japan) 超级机器人大战64,super robot taisen japan 超级机器人大战,7,0.9864921378975195
Super Smash Bros. (Australia),任天堂全明星大乱斗,Super Smash Bros. (Australia) 任天堂全明星大乱斗,super smash bros australia 任天堂全明星大乱斗,5,1.0008662900014396
"Super Smash Bros. (Europe) (En,Fr,De)",任天堂全明星大乱斗,"Super Smash Bros. (Europe) (En,Fr,De) 任天堂全明星大乱斗",super smash bros europe enfrde 任天堂全明星大乱斗,1,0.9771267142220306
Super Smash Bros. (USA),任天堂全明星大乱斗,Super Smash Bros. (USA) 任天堂全明星大乱斗,super smash bros usa 任天堂全明星大乱斗,5,0.9923627584923442
Super Smash Bros. (USA) (LodgeNet),任天堂全明星大乱斗,Super Smash Bros. (USA) (LodgeNet) 任天堂全明星大乱斗,super smash bros usa lodgenet 任天堂全明星大乱斗,5,0.9856237073682441
Super Speed Race 64 (Japan),兰博基尼赛车,Super Speed Race 64 (Japan) 兰博基尼赛车,super speed race japan 兰博基尼赛车,7,0.9867423281585448
"Supercross 2000 (Europe) (En,Fr,De)",越野狂飙2000,"Supercross 2000 (Europe) (En,Fr,De) 越野狂飙2000",supercross europe enfrde 越野狂飙,1,0.9671761123661753
Supercross 2000 (USA),越野狂飙2000,Supercross 2000 (USA) 越野狂飙2000,supercross usa 越野狂飙,5,0.9918695357871103
"Superman (Europe) (En,Fr,De,Es,It,Nl)",超人,"Superman (Europe) (En,Fr,De,Es,It,Nl) 超人",superman europe enfrdeesitnl 超人,1,0.9809950805465135
Superman (USA) (Beta) (1998-09-06),超人,Superman (USA) (Beta) (1998-09-06) 超人,superman usa beta 超人,5,0.9818770460676406
"Superman - The New Superman Aventures (USA) (En,Fr,Es)",超人,"Superman - The New Superman Aventures (USA) (En,Fr,Es) 超人",superman new superman aventures usa enfres 超人,5,0.9947778155014485
Susume! Taisen Puzzle Dama - Toukon! Marutama Chou (Japan),前进!智力对战方块,Susume! Taisen Puzzle Dama - Toukon! Marutama Chou (Japan) 前进!智力对战方块,susume taisen puzzle dama toukon marutama chou japan 前进智力对战方块,7,0.9936315352879195
Sydney 2000 (Europe) (Proto),悉尼2000,Sydney 2000 (Europe) (Proto) 悉尼2000,sydney europe proto 悉尼,1,0.98504280217876
Sydney 2000 (USA) (Proto),悉尼2000,Sydney 2000 (USA) (Proto) 悉尼2000,sydney usa proto 悉尼,5,0.9860969813010313
Tamiya Racing 64 (USA) (Proto),田宫赛车64,Tamiya Racing 64 (USA) (Proto) 田宫赛车64,tamiya racing usa proto 田宫赛车,5,0.9855053673379438
Tarzan (Europe),人猿泰山,Tarzan (Europe) 人猿泰山,tarzan europe 人猿泰山,1,0.9888534386195035
Tarzan (France),人猿泰山,Tarzan (France) 人猿泰山,tarzan france 人猿泰山,5,1.0008573659368303
Tarzan (Germany),人猿泰山,Tarzan (Germany) 人猿泰山,tarzan germany 人猿泰山,5,0.9996477256473958
Tarzan (USA),人猿泰山,Tarzan (USA) 人猿泰山,tarzan usa 人猿泰山,5,0.9915882076303538
"Taz Express (Europe) (En,Fr,De,Es,It,Nl)",大嘴怪塔兹,"Taz Express (Europe) (En,Fr,De,Es,It,Nl) 大嘴怪塔兹",taz express europe enfrdeesitnl 大嘴怪塔兹,1,0.9854088804937003
Taz Express (USA) (Proto) (2000-05-15),大嘴怪塔兹,Taz Express (USA) (Proto) (2000-05-15) 大嘴怪塔兹,taz express usa proto 大嘴怪塔兹,5,0.989199346348925
Telefoot Soccer 2000 (France),特勒弗特足球2000,Telefoot Soccer 2000 (France) 特勒弗特足球2000,telefoot soccer france 特勒弗特足球,5,1.0021779794300054
Tetris (World) (Demo) (Presence of Mind '98) (Unl),,Tetris (World) (Demo) (Presence of Mind '98) (Unl) ,tetris world demo presence mind unl,4,0.9473642815650419
Tetris 64 (Japan) (En),俄罗斯方块64,Tetris 64 (Japan) (En) 俄罗斯方块64,tetris japan en 俄罗斯方块,7,0.9851318824730633
Tetrisphere (Europe),图形方块,Tetrisphere (Europe) 图形方块,tetrisphere europe 图形方块,1,0.9895461810395256
Tetrisphere (USA),图形方块,Tetrisphere (USA) 图形方块,tetrisphere usa 图形方块,5,0.9939167674815146
TG Rally 2 (Europe),疯狂汽车秀-拉力赛2,TG Rally 2 (Europe) 疯狂汽车秀-拉力赛2,tg rally europe 疯狂汽车秀拉力赛,1,0.9824813243301087
"Tigger's Honey Hunt (Europe) (En,Fr,De,Es,It,Nl,Da)",跳跳虎历险记,"Tigger's Honey Hunt (Europe) (En,Fr,De,Es,It,Nl,Da) 跳跳虎历险记",tiggers honey hunt europe enfrdeesitnlda 跳跳虎历险记,1,0.9957653653745029
Tigger's Honey Hunt (USA),跳跳虎历险记,Tigger's Honey Hunt (USA) 跳跳虎历险记,tiggers honey hunt usa 跳跳虎历险记,5,0.9959766846675033
"Tom and Jerry in Fists of Furry (Europe) (En,Fr,De,Es,It,Nl)",汤姆和杰瑞-绒毛拳头,"Tom and Jerry in Fists of Furry (Europe) (En,Fr,De,Es,It,Nl) 汤姆和杰瑞-绒毛拳头",tom jerry fists furry europe enfrdeesitnl 汤姆和杰瑞绒毛拳头,1,0.9895027682533426
Tom and Jerry in Fists of Furry (USA),汤姆和杰瑞-绒毛拳头,Tom and Jerry in Fists of Furry (USA) 汤姆和杰瑞-绒毛拳头,tom jerry fists furry usa 汤姆和杰瑞绒毛拳头,5,0.9974394223769161
Tom Clancy's Rainbow Six (Europe),彩虹六号,Tom Clancy's Rainbow Six (Europe) 彩虹六号,tom clancys rainbow six europe 彩虹六号,1,0.9954763952072959
Tom Clancy's Rainbow Six (France),彩虹六号,Tom Clancy's Rainbow Six (France) 彩虹六号,tom clancys rainbow six france 彩虹六号,5,1.000047555205006
Tom Clancy's Rainbow Six (Germany),彩虹六号,Tom Clancy's Rainbow Six (Germany) 彩虹六号,tom clancys rainbow six germany 彩虹六号,5,0.9992373194407108
Tom Clancy's Rainbow Six (USA),彩虹六号,Tom Clancy's Rainbow Six (USA) 彩虹六号,tom clancys rainbow six usa 彩虹六号,5,0.9939685380855474
Tommy Thunder (USA) (Proto) (1997-10-01),雷鸣汤米,Tommy Thunder (USA) (Proto) (1997-10-01) 雷鸣汤米,tommy thunder usa proto 雷鸣汤米,5,0.987619039587314
Tonic Trouble (Europe) (Beta),麻烦大了,Tonic Trouble (Europe) (Beta) 麻烦大了,tonic trouble europe beta 麻烦大了,1,0.9875911827296833
"Tonic Trouble (Europe) (En,Fr,De,Es,It)",麻烦大了,"Tonic Trouble (Europe) (En,Fr,De,Es,It) 麻烦大了",tonic trouble europe enfrdeesit 麻烦大了,4,0.9728219676172439
Tonic Trouble (USA) (Rev 1),麻烦大了,Tonic Trouble (USA) (Rev 1) 麻烦大了,tonic trouble usa rev 麻烦大了,9,0.9674990849951555
Tony Hawk's Pro Skater (USA),托尼霍克职业滑板,Tony Hawk's Pro Skater (USA) 托尼霍克职业滑板,tony hawks pro skater usa 托尼霍克职业滑板,6,0.9350217219523821
Tony Hawk's Pro Skater (USA) (Rev 1),托尼霍克职业滑板,Tony Hawk's Pro Skater (USA) (Rev 1) 托尼霍克职业滑板,tony hawks pro skater usa rev 托尼霍克职业滑板,6,0.9411422298293335
Tony Hawk's Pro Skater (USA) (Beta),托尼霍克职业滑板,Tony Hawk's Pro Skater (USA) (Beta) 托尼霍克职业滑板,tony hawks pro skater usa beta 托尼霍克职业滑板,6,0.9365706101536386
Tony Hawk's Pro Skater 2 (USA) (Beta) (2001-04-20),托尼霍克职业滑板2,Tony Hawk's Pro Skater 2 (USA) (Beta) (2001-04-20) 托尼霍克职业滑板2,tony hawks pro skater usa beta 托尼霍克职业滑板,6,0.9365706101536386
Tony Hawk's Pro Skater 2 (USA) (v012) (Beta) (2001-06-04),托尼霍克职业滑板2,Tony Hawk's Pro Skater 2 (USA) (v012) (Beta) (2001-06-04) 托尼霍克职业滑板2,tony hawks pro skater usa v beta 托尼霍克职业滑板,6,0.9365706101536386
Tony Hawk's Pro Skater 2 (Europe),托尼霍克职业滑板2,Tony Hawk's Pro Skater 2 (Europe) 托尼霍克职业滑板2,tony hawks pro skater europe 托尼霍克职业滑板,6,0.9605191078014387
Tony Hawk's Pro Skater 2 (USA),托尼霍克职业滑板2,Tony Hawk's Pro Skater 2 (USA) 托尼霍克职业滑板2,tony hawks pro skater usa 托尼霍克职业滑板,6,0.9350217219523821
Tony Hawk's Pro Skater 3 (USA),托尼霍克职业滑板3,Tony Hawk's Pro Skater 3 (USA) 托尼霍克职业滑板3,tony hawks pro skater usa 托尼霍克职业滑板,6,0.9350217219523821
Tony Hawk's Skateboarding (Europe),托尼霍克职业滑板,Tony Hawk's Skateboarding (Europe) 托尼霍克职业滑板,tony hawks skateboarding europe 托尼霍克职业滑板,1,0.9940428768825124
Toon Panic (Japan) (Proto),恐怖卡通,Toon Panic (Japan) (Proto) 恐怖卡通,toon panic japan proto 恐怖卡通,7,0.9877526290664057
Top Gear Hyper Bike (Europe),疯狂汽车秀-超级摩托,Top Gear Hyper Bike (Europe) 疯狂汽车秀-超级摩托,top gear hyper bike europe 疯狂汽车秀超级摩托,1,0.9914534962800979
Top Gear Hyper Bike (Japan),疯狂汽车秀-超级摩托,Top Gear Hyper Bike (Japan) 疯狂汽车秀-超级摩托,top gear hyper bike japan 疯狂汽车秀超级摩托,7,0.987017018918468
Top Gear Hyper-Bike (USA),疯狂汽车秀-超级摩托,Top Gear Hyper-Bike (USA) 疯狂汽车秀-超级摩托,top gear hyperbike usa 疯狂汽车秀超级摩托,5,0.9908258432861862
Top Gear Hyper-Bike (USA) (Beta),疯狂汽车秀-超级摩托,Top Gear Hyper-Bike (USA) (Beta) 疯狂汽车秀-超级摩托,top gear hyperbike usa beta 疯狂汽车秀超级摩托,5,0.9817770833333046
Top Gear Overdrive (Europe),疯狂汽车秀-超速,Top Gear Overdrive (Europe) 疯狂汽车秀-超速,top gear overdrive europe 疯狂汽车秀超速,1,0.9889817860623135
Top Gear Overdrive (Japan),疯狂汽车秀-超速,Top Gear Overdrive (Japan) 疯狂汽车秀-超速,top gear overdrive japan 疯狂汽车秀超速,7,0.984847958356723
Top Gear Overdrive (USA),疯狂汽车秀-超速,Top Gear Overdrive (USA) 疯狂汽车秀-超速,top gear overdrive usa 疯狂汽车秀超速,5,0.9905850505728722
Top Gear Overdrive (USA) (Beta),疯狂汽车秀-超速,Top Gear Overdrive (USA) (Beta) 疯狂汽车秀-超速,top gear overdrive usa beta 疯狂汽车秀超速,5,0.9813784289902301
Top Gear Rally (Europe),疯狂汽车秀-拉力赛,Top Gear Rally (Europe) 疯狂汽车秀-拉力赛,top gear rally europe 疯狂汽车秀拉力赛,1,0.9769092616809579
Top Gear Rally (Japan),疯狂汽车秀-拉力赛,Top Gear Rally (Japan) 疯狂汽车秀-拉力赛,top gear rally japan 疯狂汽车秀拉力赛,7,0.9777088966429404
Top Gear Rally (USA),疯狂汽车秀-拉力赛,Top Gear Rally (USA) 疯狂汽车秀-拉力赛,top gear rally usa 疯狂汽车秀拉力赛,5,0.9853975865089875
Top Gear Rally (Asia) (En),疯狂汽车秀-拉力赛,Top Gear Rally (Asia) (En) 疯狂汽车秀-拉力赛,top gear rally asia en 疯狂汽车秀拉力赛,5,0.999504614846574
Top Gear Rally 2 (Europe),疯狂汽车秀-拉力赛2,Top Gear Rally 2 (Europe) 疯狂汽车秀-拉力赛2,top gear rally europe 疯狂汽车秀拉力赛,1,0.9769092616809579
Top Gear Rally 2 (Japan),疯狂汽车秀-拉力赛2,Top Gear Rally 2 (Japan) 疯狂汽车秀-拉力赛2,top gear rally japan 疯狂汽车秀拉力赛,7,0.9777088966429404
Top Gear Rally 2 (USA),疯狂汽车秀-拉力赛2,Top Gear Rally 2 (USA) 疯狂汽车秀-拉力赛2,top gear rally usa 疯狂汽车秀拉力赛,5,0.9853975865089875
Top Gear Rally 2 (Europe) (Beta) (1999-08-31),疯狂汽车秀-拉力赛2,Top Gear Rally 2 (Europe) (Beta) (1999-08-31) 疯狂汽车秀-拉力赛2,top gear rally europe beta 疯狂汽车秀拉力赛,1,0.9743772772596925
Top Gear Rally 2 (USA) (Beta),疯狂汽车秀-拉力赛2,Top Gear Rally 2 (USA) (Beta) 疯狂汽车秀-拉力赛2,top gear rally usa beta 疯狂汽车秀拉力赛,5,0.9761248307473663
Toy Story 2 - Buzz l'Eclair a la Rescousse! (France),玩具总动员2-巴斯光年前来救援,Toy Story 2 - Buzz l'Eclair a la Rescousse! (France) 玩具总动员2-巴斯光年前来救援,toy story buzz leclair la rescousse france 玩具总动员巴斯光年前来救援,5,1.001416844476243
Toy Story 2 - Buzz Lightyear to the Rescue! (Europe),玩具总动员2-巴斯光年前来救援,Toy Story 2 - Buzz Lightyear to the Rescue! (Europe) 玩具总动员2-巴斯光年前来救援,toy story buzz lightyear rescue europe 玩具总动员巴斯光年前来救援,1,0.9954411020478596
Toy Story 2 - Buzz Lightyear to the Rescue! (USA),玩具总动员2-巴斯光年前来救援,Toy Story 2 - Buzz Lightyear to the Rescue! (USA) 玩具总动员2-巴斯光年前来救援,toy story buzz lightyear rescue usa 玩具总动员巴斯光年前来救援,5,0.9943099154373278
Toy Story 2 - Buzz Lightyear to the Rescue! (USA) (Rev 1),玩具总动员2-巴斯光年前来救援,Toy Story 2 - Buzz Lightyear to the Rescue! (USA) (Rev 1) 玩具总动员2-巴斯光年前来救援,toy story buzz lightyear rescue usa rev 玩具总动员巴斯光年前来救援,9,0.9800600617737724
Toy Story 2 - Captain Buzz Lightyear auf Rettungsmission! (Germany),玩具总动员2-巴斯光年前来救援,Toy Story 2 - Captain Buzz Lightyear auf Rettungsmission! (Germany) 玩具总动员2-巴斯光年前来救援,toy story captain buzz lightyear auf rettungsmission germany 玩具总动员巴斯光年前来救援,5,0.9994525959390625
Toy Story 2 - Captain Buzz Lightyear auf Rettungsmission! (Germany) (Rev 1),玩具总动员2-巴斯光年前来救援,Toy Story 2 - Captain Buzz Lightyear auf Rettungsmission! (Germany) (Rev 1) 玩具总动员2-巴斯光年前来救援,toy story captain buzz lightyear auf rettungsmission germany rev 玩具总动员巴斯光年前来救援,5,0.999440262322032
Transformers - Beast Wars Metals 64 (Japan),变形金刚-超能勇士,Transformers - Beast Wars Metals 64 (Japan) 变形金刚-超能勇士,transformers beast wars metals japan 变形金刚超能勇士,7,0.9916849952851714
Transformers - Beast Wars Transmetals (USA),变形金刚-超能勇士,Transformers - Beast Wars Transmetals (USA) 变形金刚-超能勇士,transformers beast wars transmetals usa 变形金刚超能勇士,5,0.9968098975378648
Triple Play 2000 (USA),美国职棒三杀2000,Triple Play 2000 (USA) 美国职棒三杀2000,triple play usa 美国职棒三杀,5,0.9963150150873785
Tsumi to Batsu - Hoshi no Keishousha (Japan),罪与罚-地球的继承者,Tsumi to Batsu - Hoshi no Keishousha (Japan) 罪与罚-地球的继承者,tsumi batsu hoshi keishousha japan 罪与罚地球的继承者,7,0.9925622043201892
Turok - Dinosaur Hunter (Europe),恐龙猎人,Turok - Dinosaur Hunter (Europe) 恐龙猎人,turok dinosaur hunter europe 恐龙猎人,8,0.8650558137939867
Turok - Dinosaur Hunter (Europe) (Rev 1),恐龙猎人,Turok - Dinosaur Hunter (Europe) (Rev 1) 恐龙猎人,turok dinosaur hunter europe rev 恐龙猎人,8,0.83930203386344
Turok - Dinosaur Hunter (Europe) (Rev 2),恐龙猎人,Turok - Dinosaur Hunter (Europe) (Rev 2) 恐龙猎人,turok dinosaur hunter europe rev 恐龙猎人,8,0.83930203386344
Turok - Dinosaur Hunter (Germany),恐龙猎人,Turok - Dinosaur Hunter (Germany) 恐龙猎人,turok dinosaur hunter germany 恐龙猎人,8,0.8736043029997651
Turok - Dinosaur Hunter (USA),恐龙猎人,Turok - Dinosaur Hunter (USA) 恐龙猎人,turok dinosaur hunter usa 恐龙猎人,8,0.8622197928129935
Turok - Dinosaur Hunter (USA) (Rev 1),恐龙猎人,Turok - Dinosaur Hunter (USA) (Rev 1) 恐龙猎人,turok dinosaur hunter usa rev 恐龙猎人,8,0.828157930719207
Turok - Dinosaur Hunter (USA) (Rev 2),恐龙猎人,Turok - Dinosaur Hunter (USA) (Rev 2) 恐龙猎人,turok dinosaur hunter usa rev 恐龙猎人,8,0.828157930719207
Turok - Dinosaur Hunter (Germany) (Rev 1),恐龙猎人,Turok - Dinosaur Hunter (Germany) (Rev 1) 恐龙猎人,turok dinosaur hunter germany rev 恐龙猎人,8,0.8510109239418074
Turok - Dinosaur Hunter (Germany) (Rev 2),恐龙猎人,Turok - Dinosaur Hunter (Germany) (Rev 2) 恐龙猎人,turok dinosaur hunter germany rev 恐龙猎人,8,0.8510109239418074
"Turok - Dinosaur Hunter (USA) (Demo) (Kiosk, E3 1997)",恐龙猎人,"Turok - Dinosaur Hunter (USA) (Demo) (Kiosk, E3 1997) 恐龙猎人",turok dinosaur hunter usa demo kiosk e 恐龙猎人,8,0.8870011181031483
Turok - Legenden des Verlorenen Landes (Germany),恐龙猎人-狂怒之战,Turok - Legenden des Verlorenen Landes (Germany) 恐龙猎人-狂怒之战,turok legenden des verlorenen landes germany 恐龙猎人狂怒之战,5,1.0028918216411113
Turok - Rage Wars (Europe),恐龙猎人-狂怒之战,Turok - Rage Wars (Europe) 恐龙猎人-狂怒之战,turok rage wars europe 恐龙猎人狂怒之战,1,0.9887235265580642
"Turok - Rage Wars (Europe) (En,Fr,It)",恐龙猎人-狂怒之战,"Turok - Rage Wars (Europe) (En,Fr,It) 恐龙猎人-狂怒之战",turok rage wars europe enfrit 恐龙猎人狂怒之战,1,0.991226602752255
Turok - Rage Wars (USA),恐龙猎人-狂怒之战,Turok - Rage Wars (USA) 恐龙猎人-狂怒之战,turok rage wars usa 恐龙猎人狂怒之战,5,0.9943319688524661
Turok - Rage Wars (USA) (Rev 1),恐龙猎人-狂怒之战,Turok - Rage Wars (USA) (Rev 1) 恐龙猎人-狂怒之战,turok rage wars usa rev 恐龙猎人狂怒之战,9,0.967190383439006
Turok 2 - Seeds of Evil (Europe),恐龙猎人2-邪恶之种,Turok 2 - Seeds of Evil (Europe) 恐龙猎人2-邪恶之种,turok seeds evil europe 恐龙猎人邪恶之种,8,0.9293355176667406
"Turok 2 - Seeds of Evil (Europe) (En,Fr,Es,It)",恐龙猎人2-邪恶之种,"Turok 2 - Seeds of Evil (Europe) (En,Fr,Es,It) 恐龙猎人2-邪恶之种",turok seeds evil europe enfresit 恐龙猎人邪恶之种,8,0.9500131286230982
Turok 2 - Seeds of Evil (Europe) (Demo) (Kiosk),恐龙猎人2-邪恶之种,Turok 2 - Seeds of Evil (Europe) (Demo) (Kiosk) 恐龙猎人2-邪恶之种,turok seeds evil europe demo kiosk 恐龙猎人邪恶之种,8,0.9408693924973486
Turok 2 - Seeds of Evil (Germany),恐龙猎人2-邪恶之种,Turok 2 - Seeds of Evil (Germany) 恐龙猎人2-邪恶之种,turok seeds evil germany 恐龙猎人邪恶之种,8,0.9463948604699538
Turok 2 - Seeds of Evil (USA),恐龙猎人2-邪恶之种,Turok 2 - Seeds of Evil (USA) 恐龙猎人2-邪恶之种,turok seeds evil usa 恐龙猎人邪恶之种,8,0.93133094309705
Turok 2 - Seeds of Evil (USA) (Demo) (Kiosk),恐龙猎人2-邪恶之种,Turok 2 - Seeds of Evil (USA) (Demo) (Kiosk) 恐龙猎人2-邪恶之种,turok seeds evil usa demo kiosk 恐龙猎人邪恶之种,8,0.9361226363572288
Turok 2 - Seeds of Evil (USA) (Rev 1),恐龙猎人2-邪恶之种,Turok 2 - Seeds of Evil (USA) (Rev 1) 恐龙猎人2-邪恶之种,turok seeds evil usa rev 恐龙猎人邪恶之种,8,0.926787901477031
Turok 3 - Shadow of Oblivion (Europe),恐龙猎人3-遗忘之影,Turok 3 - Shadow of Oblivion (Europe) 恐龙猎人3-遗忘之影,turok shadow oblivion europe 恐龙猎人遗忘之影,8,0.7889075079164606
Turok 3 - Shadow of Oblivion (USA),恐龙猎人3-遗忘之影,Turok 3 - Shadow of Oblivion (USA) 恐龙猎人3-遗忘之影,turok shadow oblivion usa 恐龙猎人遗忘之影,8,0.8029047650090818
Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-07-10) [b],恐龙猎人3-遗忘之影,Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-07-10) [b] 恐龙猎人3-遗忘之影,turok shadow oblivion europe beta b 恐龙猎人遗忘之影,8,0.7120380778099548
Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-05-31),恐龙猎人3-遗忘之影,Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-05-31) 恐龙猎人3-遗忘之影,turok shadow oblivion europe beta 恐龙猎人遗忘之影,8,0.7120380778099548
Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-06-06) [b],恐龙猎人3-遗忘之影,Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-06-06) [b] 恐龙猎人3-遗忘之影,turok shadow oblivion europe beta b 恐龙猎人遗忘之影,8,0.7120380778099548
Turok 3 - Shadow of Oblivion (USA) (Beta) (2000-07-18),恐龙猎人3-遗忘之影,Turok 3 - Shadow of Oblivion (USA) (Beta) (2000-07-18) 恐龙猎人3-遗忘之影,turok shadow oblivion usa beta 恐龙猎人遗忘之影,8,0.7330391268762344
Turok 3 - Shadow of Oblivion (USA) (Beta) (2000-06-26),恐龙猎人3-遗忘之影,Turok 3 - Shadow of Oblivion (USA) (Beta) (2000-06-26) 恐龙猎人3-遗忘之影,turok shadow oblivion usa beta 恐龙猎人遗忘之影,8,0.7330391268762344
Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-07-16T211412),恐龙猎人3-遗忘之影,Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-07-16T211412) 恐龙猎人3-遗忘之影,turok shadow oblivion europe beta 恐龙猎人遗忘之影,8,0.7120380778099548
Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-07-18),恐龙猎人3-遗忘之影,Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-07-18) 恐龙猎人3-遗忘之影,turok shadow oblivion europe beta 恐龙猎人遗忘之影,8,0.7120380778099548
Turok 3 - Shadow of Oblivion (USA) (Beta) (2000-05-03),恐龙猎人3-遗忘之影,Turok 3 - Shadow of Oblivion (USA) (Beta) (2000-05-03) 恐龙猎人3-遗忘之影,turok shadow oblivion usa beta 恐龙猎人遗忘之影,8,0.7330391268762344
Turok 3 - Shadow of Oblivion (USA) (Beta) (2000-07-16),恐龙猎人3-遗忘之影,Turok 3 - Shadow of Oblivion (USA) (Beta) (2000-07-16) 恐龙猎人3-遗忘之影,turok shadow oblivion usa beta 恐龙猎人遗忘之影,8,0.7330391268762344
Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-07-16T220245),恐龙猎人3-遗忘之影,Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-07-16T220245) 恐龙猎人3-遗忘之影,turok shadow oblivion europe beta 恐龙猎人遗忘之影,8,0.7120380778099548
Twintris (World) (Demo) (Presence of Mind '98) (Unl),,Twintris (World) (Demo) (Presence of Mind '98) (Unl) ,twintris world demo presence mind unl,4,0.9490959195448491
Twisted Edge - Extreme Snowboarding (USA),雪地滑板王,Twisted Edge - Extreme Snowboarding (USA) 雪地滑板王,twisted edge extreme snowboarding usa 雪地滑板王,5,0.9966725181049653
Twisted Edge - Snowboarding (Europe),雪地滑板王,Twisted Edge - Snowboarding (Europe) 雪地滑板王,twisted edge snowboarding europe 雪地滑板王,1,0.9932556306245538
Utchan Nanchan no Hono no Challenger - Denryuu Ira Ira Bou (Japan),小内小南的火焰挑战者-电流急急棒,Utchan Nanchan no Hono no Challenger - Denryuu Ira Ira Bou (Japan) 小内小南的火焰挑战者-电流急急棒,utchan nanchan hono challenger denryuu ira ira bou japan 小内小南的火焰挑战者电流急急棒,7,0.9971915205517239
"V-Rally Edition 99 (Europe) (En,Fr,De)",V拉力赛车'99,"V-Rally Edition 99 (Europe) (En,Fr,De) V拉力赛车'99",vrally edition europe enfrde v拉力赛车,1,0.9718029770418348
V-Rally Edition 99 (Japan),V拉力赛车'99,V-Rally Edition 99 (Japan) V拉力赛车'99,vrally edition japan v拉力赛车,7,0.9874898241109973
V-Rally Edition 99 (USA),V拉力赛车'99,V-Rally Edition 99 (USA) V拉力赛车'99,vrally edition usa v拉力赛车,5,0.9935254386872833
Viewpoint 2064 (Japan) (Proto),,Viewpoint 2064 (Japan) (Proto) ,viewpoint japan proto,7,0.9783935490076581
Vigilante 8 (Europe),武装战斗车,Vigilante 8 (Europe) 武装战斗车,vigilante europe 武装战斗车,1,0.9880580856920314
Vigilante 8 (France),武装战斗车,Vigilante 8 (France) 武装战斗车,vigilante france 武装战斗车,5,1.0005845062182754
Vigilante 8 (Germany),武装战斗车,Vigilante 8 (Germany) 武装战斗车,vigilante germany 武装战斗车,5,0.9993592175628497
Vigilante 8 (USA),武装战斗车,Vigilante 8 (USA) 武装战斗车,vigilante usa 武装战斗车,5,0.99119044324616
Vigilante 8 - 2nd Offense (Europe),武装战斗车-二次进攻,Vigilante 8 - 2nd Offense (Europe) 武装战斗车-二次进攻,vigilante nd offense europe 武装战斗车二次进攻,1,0.9943915324918701
